 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
G# minor (5#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:5, 5+0:3:0:0:4, 2+0:0:0:0:1, 4+0:3:0:0:4, 10+0:5:1:0:9, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 105+1:59:1:0:99
Bb minor mel (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 32+0:0:1:0:0
G# minor mel (5#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:5, 5+0:3:0:0:4, 2+0:0:0:0:1, 4+0:3:0:0:4, 11+0:5:1:0:9, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 106+1:59:1:0:99
Db major blues (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 53+0:0:1:0:8
B major blues (5#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 105+1:59:1:0:69
Bb minor blues (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 53+0:0:1:0:8
G# minor blues (5#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 2+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 105+1:59:1:0:69
Db dorian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 21+0:0:1:0:0
B dorian (5#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Db phrygian (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
B phrygian (5#), 5+0:3:0:0:2, 5+0:4:0:0:3, 4+0:3:0:0:2, 5+1:3:0:0:2, 5+0:4:0:0:3, 2+0:1:0:0:0, 4+0:3:0:0:2, 10+0:5:1:0:4, 5+0:2:0:0:1, 5+0:3:0:0:3, 6+0:3:0:0:2, 7+0:4:0:0:3, 5+0:2:0:0:1, 5+0:4:0:0:3, 4+0:3:0:0:2, 7+0:4:0:0:3, 5+0:3:0:0:3, 10+0:5:0:0:4, 5+0:3:0:0:2, 104+1:62:1:0:45
Db lydian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 21+0:0:1:0:0
B lydian (5#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Db mixolydian (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
B mixolydian (5#), 5+0:3:0:0:2, 5+0:4:0:0:3, 4+0:3:0:0:2, 5+1:3:0:0:2, 5+0:4:0:0:3, 2+0:1:0:0:0, 4+0:3:0:0:2, 10+0:5:1:0:4, 5+0:2:0:0:1, 5+0:3:0:0:3, 6+0:3:0:0:2, 7+0:4:0:0:3, 5+0:2:0:0:1, 5+0:4:0:0:3, 4+0:3:0:0:2, 7+0:4:0:0:3, 5+0:3:0:0:3, 10+0:5:0:0:4, 5+0:3:0:0:2, 104+1:62:1:0:45
Db aeolian (5b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:1:0:1
B aeolian (5#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 10+0:5:1:0:5, 5+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:4, 5+0:3:0:0:3, 10+0:5:0:0:5, 5+0:3:0:0:3, 103+1:59:1:0:59
Db locrian (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 46+0:0:0:0:8
B locrian (5#), 5+0:3:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 5+1:3:0:0:1, 5+0:4:0:0:2, 2+0:1:0:0:0, 4+0:3:0:0:1, 10+0:5:1:0:5, 4+0:2:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:1, 5+0:4:0:0:2, 4+0:3:0:0:1, 7+0:4:0:0:2, 5+0:3:0:0:2, 10+0:5:0:0:3, 5+0:3:0:0:1, 102+1:62:1:0:31
Gb major (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
F# major (6#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Eb minor (6b), 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 45+0:0:0:0:1
D# minor (6#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 1+0:0:0:0:1, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 4+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:10, 5+0:3:0:0:5, 103+0:59:1:0:98
Eb minor mel (6b), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 35+0:0:1:0:1
D# minor mel (6#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 4+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:10, 5+0:3:0:0:5, 102+0:59:1:0:95
Gb major blues (6b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:1, 64+0:0:1:0:20
F# major blues (6#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:4, 2+0:0:0:0:1, 4+0:3:0:0:3, 11+0:5:1:0:7, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 5+0:2:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:5, 10+0:5:0:0:7, 5+0:3:0:0:4, 105+1:59:1:0:81
Eb minor blues (6b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:1, 64+0:0:1:0:20
D# minor blues (6#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:5, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:9, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 4+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:10, 5+0:3:0:0:5, 104+1:59:1:0:97
Gb dorian (6b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:1:0:1
F# dorian (6#), 5+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:7, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:5, 10+0:5:0:0:7, 5+0:3:0:0:4, 103+1:59:1:0:78
Gb phrygian (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 46+0:0:0:0:8
F# phrygian (6#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 10+0:5:1:0:5, 5+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:4, 5+0:3:0:0:3, 10+0:5:0:0:5, 5+0:3:0:0:3, 103+1:59:1:0:59
Gb lydian (6b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 26+0:0:1:0:1
F# lydian (6#), 5+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:7, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:5, 10+0:5:0:0:7, 5+0:3:0:0:4, 103+1:59:1:0:78
Gb mixolydian (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 46+0:0:0:0:8
F# mixolydian (6#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 10+0:5:1:0:5, 5+0:2:0:0:2, 5+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:4, 5+0:3:0:0:3, 10+0:5:0:0:5, 5+0:3:0:0:3, 103+1:59:1:0:59
Gb aeolian (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 36+0:0:0:0:2
F# aeolian (6#), 5+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:6, 5+0:2:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:4, 10+0:5:0:0:6, 5+0:3:0:0:4, 104+1:59:1:0:69
Gb locrian (6b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 7+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:1, 63+0:0:0:0:20
F# locrian (6#), 5+0:3:0:0:2, 5+0:4:0:0:3, 4+0:3:0:0:2, 5+1:3:0:0:2, 5+0:4:0:0:3, 2+0:1:0:0:0, 4+0:3:0:0:2, 10+0:5:1:0:4, 5+0:2:0:0:1, 5+0:3:0:0:3, 6+0:3:0:0:2, 7+0:4:0:0:3, 5+0:2:0:0:1, 5+0:4:0:0:3, 4+0:3:0:0:2, 7+0:4:0:0:3, 5+0:3:0:0:3, 10+0:5:0:0:4, 5+0:3:0:0:2, 104+1:62:1:0:45
Cb major (7b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 46+0:0:0:0:8
C# major (7#), 5+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+1:3:0:0:3, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:3, 11+0:5:1:0:7, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:4, 7+0:4:0:0:5, 5+0:2:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:3, 7+0:4:0:0:5, 5+0:3:0:0:5, 10+0:5:0:0:7, 5+0:3:0:0:4, 103+1:59:1:0:78
Ab minor (7b), 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 41+0:0:0:0:2
A# minor (7#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:5, 5+0:3:0:0:4, 0+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:10, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 4+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:10, 5+0:3:0:0:5, 103+1:59:1:0:98
Ab minor mel (7b), 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 31+0:0:0:0:2
A# minor mel (7#), 5+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:5, 5+0:3:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:4, 11+0:5:1:0:10, 5+0:2:0:0:5, 5+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:7, 5+0:2:0:0:5, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:7, 5+0:3:0:0:5, 10+0:5:0:0:10, 5+0:3:0:0:5, 105+1:59:1:0:98
Cb major blues (7b), 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 8+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:0:0:0:4, 4+0:0:0:0:1, 79+0:0:0:0:30
C# major blues (7#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:4, 5+0:3:0:0:4, 2+0:0:0:0:1, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:6, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 106+1:59:1:0:93
Ab minor blues (7b), 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 8+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:0:0:0:4, 4+0:0:0:0:1, 79+0:0:0:0:30
A# minor blues (7#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+1:3:0:0:4, 5+0:3:0:0:4, 2+0:0:0:0:1, 4+0:3:0:0:4, 11+0:5:1:0:8, 5+0:2:0:0:4, 5+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:4:0:0:5, 5+0:3:0:0:4, 7+0:4:0:0:6, 5+0:3:0:0:5, 10+0:5:0:0:9, 5+0:3:0:0:5, 106+1:59:1:0:93
