 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
F# lydian (6#), 0+0:0:0:0:0, 8+0:5:1:0:7, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:5, 7+0:5:1:0:7, 9+0:2:0:0:4, 8+0:0:0:0:2, 6+0:5:1:0:6, 6+0:2:0:0:3, 9+0:5:1:0:7, 7+0:4:1:0:6, 10+2:3:0:0:5, 3+0:0:0:0:2, 98+4:42:6:0:64
Gb mixolydian (6b), 1+0:0:0:0:0, 5+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:3, 10+0:1:0:0:4, 1+0:0:0:0:0, 8+0:2:0:0:5, 6+0:0:0:0:1, 5+0:0:0:0:1, 7+1:2:0:0:4, 3+0:0:0:0:1, 69+2:8:0:0:25
F# mixolydian (6#), 1+0:0:0:0:0, 8+0:5:1:0:5, 11+1:3:0:0:3, 7+0:5:1:0:5, 8+0:3:0:0:3, 7+0:5:1:0:5, 8+0:2:0:0:2, 6+0:0:0:0:0, 6+0:5:1:0:5, 5+0:2:0:0:2, 8+0:5:1:0:5, 7+0:4:1:0:4, 11+1:3:0:0:3, 3+0:0:0:0:0, 96+2:42:6:0:42
Gb aeolian (6b), 1+0:0:0:0:0, 4+0:0:0:0:1, 6+1:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 10+0:1:0:0:4, 0+0:0:0:0:0, 8+0:2:0:0:4, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+1:2:0:0:4, 2+0:0:0:0:1, 58+2:8:0:0:23
F# aeolian (6#), 1+0:0:0:0:0, 8+0:5:1:0:6, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:4, 7+0:5:1:0:6, 9+0:2:0:0:3, 7+0:0:0:0:1, 6+0:5:1:0:6, 5+0:2:0:0:3, 9+0:5:1:0:6, 7+0:4:1:0:5, 10+2:3:0:0:4, 3+0:0:0:0:1, 97+4:42:6:0:55
Gb locrian (6b), 1+0:0:0:0:0, 6+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:0, 8+0:1:0:0:4, 10+0:1:0:0:5, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:2, 5+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 78+2:8:0:0:30
F# locrian (6#), 1+0:0:0:0:0, 7+0:5:1:0:4, 10+1:3:0:0:2, 7+0:5:1:0:4, 7+0:3:0:0:2, 7+0:5:1:0:4, 8+0:2:0:0:1, 5+0:1:0:0:0, 6+0:5:1:0:4, 4+0:2:0:0:1, 8+0:5:1:0:4, 6+0:4:1:0:4, 10+1:3:0:0:2, 2+0:0:0:0:0, 88+2:43:6:0:32
Cb major (7b), 1+0:0:0:0:0, 5+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:3, 10+0:1:0:0:4, 1+0:0:0:0:0, 8+0:2:0:0:5, 6+0:0:0:0:1, 5+0:0:0:0:1, 7+1:2:0:0:4, 3+0:0:0:0:1, 69+2:8:0:0:25
C# major (7#), 0+0:0:0:0:0, 8+0:5:1:0:7, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:5, 7+0:5:1:0:7, 9+0:2:0:0:4, 8+0:0:0:0:2, 6+0:5:1:0:6, 6+0:2:0:0:3, 9+0:5:1:0:7, 7+0:4:1:0:6, 10+2:3:0:0:5, 3+0:0:0:0:2, 98+4:42:6:0:64
Ab minor (7b), 1+0:0:0:0:0, 5+0:0:0:0:1, 8+1:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:1:0:0:2, 9+0:1:0:0:3, 2+0:0:0:0:0, 8+0:2:0:0:4, 5+0:0:0:0:1, 5+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 67+2:8:0:0:22
A# minor (7#), 0+0:0:0:0:0, 8+0:5:1:0:8, 10+2:3:0:0:5, 7+0:5:1:0:7, 8+0:3:0:0:7, 7+0:5:1:0:7, 9+0:2:0:0:7, 9+0:0:0:0:6, 6+0:5:1:0:6, 6+0:2:0:0:5, 9+0:5:1:0:9, 7+0:4:1:0:7, 10+2:3:0:0:6, 3+0:0:0:0:3, 99+4:42:6:0:83
Ab minor mel (7b), 1+0:0:0:0:0, 4+0:0:0:0:1, 7+1:2:0:0:4, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 9+0:1:0:0:4, 1+0:0:0:0:0, 8+0:2:0:0:4, 4+0:0:0:0:1, 4+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:1, 56+2:8:0:0:23
A# minor mel (7#), 0+0:0:0:0:0, 8+0:5:1:0:8, 10+2:3:0:0:5, 7+0:5:1:0:7, 8+0:3:0:0:7, 7+0:5:1:0:7, 9+0:2:0:0:7, 10+0:0:0:0:6, 6+0:5:1:0:6, 7+0:2:0:0:5, 9+0:5:1:0:9, 7+0:4:1:0:7, 10+2:3:0:0:6, 3+0:0:0:0:3, 101+4:42:6:0:83
Cb major blues (7b), 1+0:0:0:0:1, 7+0:0:0:0:2, 8+1:2:0:0:5, 4+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:1, 8+0:1:0:0:5, 10+0:1:0:0:7, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:3, 6+0:0:0:0:2, 8+1:2:0:0:5, 3+0:0:0:0:2, 83+2:8:0:0:42
C# major blues (7#), 1+0:0:0:0:1, 8+0:5:1:0:7, 11+1:3:0:0:6, 7+0:5:1:0:7, 8+0:3:0:0:6, 7+0:5:1:0:7, 9+0:2:0:0:5, 9+0:0:0:0:3, 6+0:5:1:0:6, 7+0:2:0:0:3, 9+0:5:1:0:8, 7+0:4:1:0:6, 11+1:3:0:0:6, 3+0:0:0:0:2, 103+2:42:6:0:73
Ab minor blues (7b), 1+0:0:0:0:1, 7+0:0:0:0:2, 8+1:2:0:0:5, 4+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:1, 8+0:1:0:0:5, 10+0:1:0:0:7, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:3, 6+0:0:0:0:2, 8+1:2:0:0:5, 3+0:0:0:0:2, 83+2:8:0:0:42
A# minor blues (7#), 1+0:0:0:0:1, 8+0:5:1:0:7, 11+1:3:0:0:6, 7+0:5:1:0:7, 8+0:3:0:0:6, 7+0:5:1:0:7, 9+0:2:0:0:5, 9+0:0:0:0:3, 6+0:5:1:0:6, 7+0:2:0:0:3, 9+0:5:1:0:8, 7+0:4:1:0:6, 11+1:3:0:0:6, 3+0:0:0:0:2, 103+2:42:6:0:73
Cb dorian (7b), 1+0:0:0:0:0, 4+0:0:0:0:1, 6+1:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 10+0:1:0:0:4, 0+0:0:0:0:0, 8+0:2:0:0:4, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+1:2:0:0:4, 2+0:0:0:0:1, 58+2:8:0:0:23
C# dorian (7#), 0+0:0:0:0:0, 8+0:5:1:0:7, 10+2:3:0:0:4, 7+0:5:1:0:7, 8+0:3:0:0:6, 7+0:5:1:0:7, 9+0:2:0:0:5, 9+0:0:0:0:3, 6+0:5:1:0:6, 7+0:2:0:0:3, 9+0:5:1:0:8, 7+0:4:1:0:6, 10+2:3:0:0:5, 3+0:0:0:0:2, 100+4:42:6:0:69
Cb phrygian (7b), 1+0:0:0:0:0, 6+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:0, 8+0:1:0:0:4, 10+0:1:0:0:5, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:2, 5+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 78+2:8:0:0:30
C# phrygian (7#), 1+0:0:0:0:0, 8+0:5:1:0:6, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:4, 7+0:5:1:0:6, 9+0:2:0:0:3, 7+0:0:0:0:1, 6+0:5:1:0:6, 5+0:2:0:0:3, 9+0:5:1:0:6, 7+0:4:1:0:5, 10+2:3:0:0:4, 3+0:0:0:0:1, 97+4:42:6:0:55
Cb lydian (7b), 1+0:0:0:0:0, 4+0:0:0:0:1, 6+1:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 10+0:1:0:0:4, 0+0:0:0:0:0, 8+0:2:0:0:4, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+1:2:0:0:4, 2+0:0:0:0:1, 58+2:8:0:0:23
C# lydian (7#), 0+0:0:0:0:0, 8+0:5:1:0:7, 10+2:3:0:0:4, 7+0:5:1:0:7, 8+0:3:0:0:6, 7+0:5:1:0:7, 9+0:2:0:0:5, 9+0:0:0:0:3, 6+0:5:1:0:6, 7+0:2:0:0:3, 9+0:5:1:0:8, 7+0:4:1:0:6, 10+2:3:0:0:5, 3+0:0:0:0:2, 100+4:42:6:0:69
Cb mixolydian (7b), 1+0:0:0:0:0, 6+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:0, 8+0:1:0:0:4, 10+0:1:0:0:5, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:2, 5+0:0:0:0:1, 8+1:2:0:0:4, 3+0:0:0:0:1, 78+2:8:0:0:30
C# mixolydian (7#), 1+0:0:0:0:0, 8+0:5:1:0:6, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:4, 7+0:5:1:0:6, 9+0:2:0:0:3, 7+0:0:0:0:1, 6+0:5:1:0:6, 5+0:2:0:0:3, 9+0:5:1:0:6, 7+0:4:1:0:5, 10+2:3:0:0:4, 3+0:0:0:0:1, 97+4:42:6:0:55
Cb aeolian (7b), 1+0:0:0:0:0, 5+0:0:0:0:1, 7+1:2:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:3, 10+0:1:0:0:4, 1+0:0:0:0:0, 8+0:2:0:0:5, 6+0:0:0:0:1, 5+0:0:0:0:1, 7+1:2:0:0:4, 3+0:0:0:0:1, 69+2:8:0:0:25
C# aeolian (7#), 0+0:0:0:0:0, 8+0:5:1:0:7, 10+2:3:0:0:4, 7+0:5:1:0:6, 8+0:3:0:0:5, 7+0:5:1:0:7, 9+0:2:0:0:4, 8+0:0:0:0:2, 6+0:5:1:0:6, 6+0:2:0:0:3, 9+0:5:1:0:7, 7+0:4:1:0:6, 10+2:3:0:0:5, 3+0:0:0:0:2, 98+4:42:6:0:64
Cb locrian (7b), 1+0:0:0:0:1, 7+0:0:0:0:2, 8+1:2:0:0:5, 4+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:1, 8+0:1:0:0:5, 10+0:1:0:0:6, 2+0:0:0:0:0, 8+0:2:0:0:5, 7+0:0:0:0:3, 6+0:0:0:0:2, 8+1:2:0:0:5, 3+0:0:0:0:2, 83+2:8:0:0:41
C# locrian (7#), 1+0:0:0:0:0, 8+0:5:1:0:5, 11+1:3:0:0:3, 7+0:5:1:0:5, 8+0:3:0:0:3, 7+0:5:1:0:5, 8+0:2:0:0:2, 6+0:0:0:0:0, 6+0:5:1:0:5, 5+0:2:0:0:2, 8+0:5:1:0:5, 7+0:4:1:0:4, 11+1:3:0:0:3, 3+0:0:0:0:0, 96+2:42:6:0:42
