 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
A mixolydian (3#), 1+0:0:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 7+0:3:0:0:0, 7+0:5:0:0:2, 7+0:5:0:0:2, 5+0:3:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:1, 4+0:3:0:0:0, 60+0:35:0:0:7
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:1
A aeolian (3#), 1+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 8+0:3:0:0:1, 8+0:5:0:0:3, 7+0:5:0:0:3, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:2, 3+0:2:0:0:0, 59+0:31:0:0:13
Eb locrian (3b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
A locrian (3#), 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:1, 6+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 50+0:0:0:0:4
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 14+0:1:0:0:2
E major (4#), 1+0:0:0:0:0, 7+0:3:0:0:2, 4+0:0:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 63+0:30:0:0:20
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 22+0:1:0:0:1
C# minor (4#), 1+0:0:0:0:1, 7+0:3:0:0:6, 3+0:0:0:0:1, 2+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 4+0:1:0:0:3, 5+0:3:0:0:4, 3+0:1:0:0:2, 60+0:27:0:0:48
F minor mel (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 23+0:1:0:0:1
C# minor mel (4#), 1+0:0:0:0:1, 7+0:3:0:0:6, 3+0:0:0:0:1, 1+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:48
Ab major blues (4b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:2, 33+0:1:0:0:5
E major blues (4#), 1+0:0:0:0:0, 7+0:3:0:0:3, 5+0:0:0:0:0, 4+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 6+0:1:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:1, 69+0:27:0:0:27
F minor blues (4b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:2, 33+0:1:0:0:5
C# minor blues (4#), 1+0:0:0:0:0, 7+0:3:0:0:3, 5+0:0:0:0:0, 4+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 6+0:1:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:1, 69+0:27:0:0:27
Ab dorian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:1
E dorian (4#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Ab phrygian (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
E phrygian (4#), 1+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 8+0:3:0:0:1, 8+0:5:0:0:3, 7+0:5:0:0:3, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:2, 3+0:2:0:0:0, 59+0:31:0:0:13
Ab lydian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:1
E lydian (4#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Ab mixolydian (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
E mixolydian (4#), 1+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 8+0:3:0:0:1, 8+0:5:0:0:3, 7+0:5:0:0:3, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:2, 3+0:2:0:0:0, 59+0:31:0:0:13
Ab aeolian (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 14+0:1:0:0:2
E aeolian (4#), 1+0:0:0:0:0, 7+0:3:0:0:2, 4+0:0:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 63+0:30:0:0:20
Ab locrian (4b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
E locrian (4#), 1+0:0:0:0:0, 5+0:3:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 7+0:3:0:0:0, 7+0:5:0:0:2, 7+0:5:0:0:2, 5+0:3:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:1, 4+0:3:0:0:0, 60+0:35:0:0:7
Db major (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
B major (5#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Bb minor (5b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 21+0:1:0:0:2
G# minor (5#), 1+0:0:0:0:1, 7+0:3:0:0:7, 4+0:0:0:0:3, 2+0:0:0:0:2, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 2+0:0:0:0:2, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 64+0:27:0:0:56
Bb minor mel (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 20+0:1:0:0:2
G# minor mel (5#), 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:0:0:0:2, 2+0:0:0:0:2, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 61+0:27:0:0:53
Db major blues (5b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 39+0:1:0:0:9
B major blues (5#), 1+0:0:0:0:1, 7+0:3:0:0:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 2+0:0:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 65+0:27:0:0:38
Bb minor blues (5b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 39+0:1:0:0:9
G# minor blues (5#), 1+0:0:0:0:1, 7+0:3:0:0:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 2+0:0:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 65+0:27:0:0:38
Db dorian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 14+0:1:0:0:2
B dorian (5#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Db phrygian (5b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
B phrygian (5#), 1+0:0:0:0:0, 7+0:3:0:0:2, 4+0:0:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 63+0:30:0:0:20
Db lydian (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 14+0:1:0:0:2
B lydian (5#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Db mixolydian (5b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
B mixolydian (5#), 1+0:0:0:0:0, 7+0:3:0:0:2, 4+0:0:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 63+0:30:0:0:20
Db aeolian (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
B aeolian (5#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Db locrian (5b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 37+0:1:0:0:9
B locrian (5#), 1+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 8+0:3:0:0:1, 8+0:5:0:0:3, 7+0:5:0:0:3, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:2, 3+0:2:0:0:0, 59+0:31:0:0:13
Gb major (6b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
F# major (6#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Eb minor (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 27+0:1:0:0:3
D# minor (6#), 0+0:0:0:0:0, 7+0:3:0:0:7, 1+0:0:1:0:0, 1+0:0:0:0:1, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:5, 5+0:1:0:0:3, 59+0:27:1:0:52
Eb minor mel (6b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 16+0:1:0:0:3
D# minor mel (6#), 0+0:0:0:0:0, 7+0:3:0:0:7, 0+0:0:0:0:0, 0+0:0:0:0:0, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:4, 5+0:1:0:0:3, 56+0:27:0:0:49
Gb major blues (6b), 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 47+0:1:0:0:12
F# major blues (6#), 1+0:0:0:0:1, 7+0:3:0:0:5, 4+0:0:0:0:2, 3+0:0:0:0:1, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 2+0:0:0:0:2, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 65+0:27:0:0:49
Eb minor blues (6b), 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 47+0:1:0:0:12
D# minor blues (6#), 1+0:0:0:0:1, 7+0:3:0:0:7, 3+0:0:0:0:2, 2+0:0:0:0:1, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:4, 4+0:1:0:0:3, 62+0:27:0:0:54
Gb dorian (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
F# dorian (6#), 0+0:0:0:0:0, 7+0:3:0:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:42
Gb phrygian (6b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 37+0:1:0:0:9
F# phrygian (6#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Gb lydian (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
F# lydian (6#), 0+0:0:0:0:0, 7+0:3:0:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:42
Gb mixolydian (6b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 37+0:1:0:0:9
F# mixolydian (6#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 64+0:27:0:0:27
Gb aeolian (6b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:5
F# aeolian (6#), 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 1+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 61+0:27:0:0:35
Gb locrian (6b), 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 47+0:1:0:0:12
F# locrian (6#), 1+0:0:0:0:0, 7+0:3:0:0:2, 4+0:0:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 63+0:30:0:0:20
Cb major (7b), 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 37+0:1:0:0:9
