 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
Eb major (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 9+0:4:0:0:6, 5+1:1:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 9+4:2:2:0:3, 4+0:2:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:1, 5+0:0:1:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 77+5:10:6:2:18
A major (3#), 6+0:3:0:0:2, 6+0:4:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:3, 4+0:4:1:0:3, 1+0:1:0:0:0, 3+0:0:0:0:0, 4+1:3:0:0:3, 6+0:3:0:0:2, 6+0:4:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:3, 5+0:3:0:0:2, 4+0:2:0:0:1, 13+4:7:2:0:6, 0+0:0:0:0:0, 4+0:3:0:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 4+0:3:0:0:2, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:3, 4+0:3:0:0:3, 4+0:3:0:0:2, 4+0:3:0:0:2, 5+0:3:0:0:3, 4+0:3:0:0:3, 6+0:2:0:0:2, 3+0:2:0:0:1, 6+0:4:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:2, 3+0:2:0:0:2, 4+0:3:0:0:3, 179+5:117:5:2:95
C minor (3b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 8+0:4:0:0:3, 5+1:1:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+4:2:2:0:4, 3+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:2, 1+0:0:0:0:1, 1+0:1:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 95+5:13:6:2:32
F# minor (3#), 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 4+0:4:1:0:4, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+1:3:0:0:4, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 4+0:2:0:0:4, 13+4:7:2:0:8, 1+0:0:0:0:0, 4+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:4, 6+0:2:0:0:4, 3+0:2:0:0:3, 6+0:4:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:3, 182+5:111:5:2:143
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 9+0:4:0:0:7, 6+1:1:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 8+4:2:2:0:4, 5+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:1:0, 4+0:0:1:1:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 58+5:9:6:2:18
E major (4#), 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:4, 4+0:4:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+1:3:0:0:3, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:2:0:0:2, 13+4:7:2:0:7, 1+0:0:0:0:0, 4+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:3, 4+0:3:0:0:3, 4+0:3:0:0:3, 4+0:3:0:0:3, 6+0:3:0:0:3, 4+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 6+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:3, 3+0:2:0:0:2, 4+0:3:0:0:3, 183+5:111:5:2:109
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 8+0:4:0:0:4, 6+1:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 9+4:2:2:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:1:2, 4+0:0:1:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 80+5:9:5:2:16
C# minor (4#), 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 4+0:4:1:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+1:3:0:0:4, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:2:0:0:3, 14+3:7:2:0:8, 2+0:0:0:0:0, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:5, 4+0:3:0:0:4, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 6+0:3:0:0:4, 4+0:3:0:0:4, 6+0:2:0:0:5, 4+0:2:0:0:3, 6+0:4:0:0:5, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:3:0:0:5, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:4, 186+4:111:5:2:156
Db major (5b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 9+0:4:0:0:8, 5+1:1:1:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 7+4:2:2:0:4, 5+0:2:0:0:5, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:1:0, 3+0:0:1:1:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 46+5:9:6:2:24
B major (5#), 6+0:2:0:0:3, 6+0:3:0:0:4, 6+0:4:0:0:5, 7+0:4:0:0:5, 4+0:4:1:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+1:3:0:0:3, 6+0:2:0:0:3, 6+0:3:0:0:4, 6+0:4:0:0:5, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:2:0:0:3, 14+3:7:2:0:8, 1+0:0:0:0:0, 4+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:0:0:3, 4+0:3:0:0:3, 6+0:3:0:0:3, 4+0:3:0:0:3, 6+0:2:0:0:3, 4+0:2:0:0:3, 6+0:4:0:0:5, 4+0:3:0:0:3, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:3, 185+4:111:5:2:129
Bb minor (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 8+0:4:0:0:5, 4+1:1:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+4:2:2:0:4, 5+0:2:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:1:2, 3+0:0:1:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 67+5:9:6:2:19
G# minor (5#), 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 4+0:4:1:0:4, 0+0:0:0:0:0, 4+0:0:0:0:2, 7+1:3:0:0:5, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:2:0:0:5, 14+3:7:2:0:8, 2+0:0:0:0:1, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:5, 4+0:3:0:0:4, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 6+0:3:0:0:5, 4+0:3:0:0:4, 6+0:2:0:0:5, 4+0:2:0:0:4, 6+0:4:0:0:5, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:3:0:0:5, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:4, 188+4:111:5:2:163
Gb major (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 9+0:4:0:0:9, 6+1:1:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+4:2:1:0:4, 5+0:2:0:0:5, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:1:1:0, 3+0:0:1:1:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 64+5:9:5:2:33
F# major (6#), 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 4+0:4:1:0:4, 0+0:0:0:0:0, 4+0:0:0:0:0, 7+1:3:0:0:4, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:2:0:0:4, 13+4:7:2:0:8, 2+0:0:0:0:0, 4+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:0:0:3, 6+0:3:0:0:4, 4+0:3:0:0:4, 6+0:2:0:0:4, 4+0:2:0:0:3, 6+0:4:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:3, 187+5:111:5:2:143
Eb minor (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 9+0:4:0:0:6, 5+1:1:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+4:2:1:0:3, 4+0:2:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:1:1, 4+0:0:1:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 83+5:10:5:2:18
D# minor (6#), 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 4+0:4:1:0:4, 0+0:0:0:0:0, 5+0:0:0:0:3, 7+1:3:0:0:6, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:4:0:0:6, 5+0:2:0:0:4, 5+0:2:0:0:5, 14+3:7:2:0:9, 2+0:0:0:0:1, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 6+0:3:0:0:5, 4+0:3:0:0:4, 6+0:2:0:0:5, 4+0:2:0:0:4, 6+0:4:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:3, 3+0:3:0:0:3, 3+0:2:0:0:3, 4+0:3:0:0:4, 189+4:111:5:2:161
