 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+1:0:1:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 68+2:0:3:1:9
A minor (0), 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+1:0:1:1:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:2, 9+1:0:1:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:2, 7+0:0:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 82+2:0:3:1:32
F major (1b), 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:1, 7+1:1:1:1:3, 1+0:1:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 10+1:4:1:0:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 8+0:4:1:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 58+2:15:3:1:17
G major (1#), 5+0:3:0:0:0, 4+0:3:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 0+0:0:0:0:0, 5+1:5:1:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:4:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:0, 8+1:2:1:0:2, 3+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 6+0:2:1:0:2, 2+0:2:0:0:0, 2+0:1:0:0:0, 73+2:48:3:1:10
D minor (1b), 4+0:1:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 7+1:1:1:1:3, 2+0:1:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 9+1:3:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:3:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 72+2:13:3:1:21
E minor (1#), 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 3+0:2:0:0:2, 1+0:0:0:0:0, 6+1:5:1:1:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:4:0:0:4, 3+0:2:0:0:2, 3+0:2:0:0:2, 7+1:2:1:0:3, 3+0:2:0:0:2, 2+0:2:0:0:2, 5+0:3:0:0:3, 3+0:1:0:0:1, 4+0:3:0:0:3, 5+0:2:1:0:3, 3+0:2:0:0:2, 3+0:1:0:0:1, 87+2:48:3:1:49
Bb major (2b), 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 7+1:1:1:1:4, 2+0:1:0:0:1, 2+0:1:0:0:2, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 10+1:4:1:0:5, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 8+0:4:1:0:5, 0+0:0:0:0:0, 1+0:0:0:0:0, 50+2:15:3:1:21
D major (2#), 6+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:0, 5+1:5:1:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:1, 5+0:4:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 7+1:2:1:0:3, 4+0:2:0:0:1, 3+0:2:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:3:0:0:1, 5+0:2:1:0:3, 2+0:2:0:0:0, 3+0:1:0:0:0, 87+2:48:3:1:21
G minor (2b), 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+1:0:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 9+1:3:1:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 55+2:6:3:1:10
B minor (2#), 6+0:3:0:0:4, 5+0:3:0:0:3, 6+0:3:0:0:4, 2+0:2:0:0:2, 2+0:0:0:0:0, 5+1:5:1:1:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2, 3+0:1:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 5+0:4:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 8+1:2:1:0:3, 4+0:2:0:0:3, 3+0:2:0:0:2, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 6+0:2:1:0:2, 2+0:2:0:0:2, 3+0:1:0:0:2, 92+2:48:3:1:60
