 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+1:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 41+1:0:0:0:19
A minor (0), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 59+1:0:0:0:4
F major (1b), 1+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:1, 4+1:1:0:0:1, 2+0:1:0:0:1, 3+0:2:0:0:2, 5+0:3:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:2:0:0:2, 1+0:1:0:0:1, 2+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 2+0:2:0:0:2, 59+1:29:0:0:29
G major (1#), 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:1:0:0:0, 2+0:0:0:0:1, 1+0:1:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+1:2:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 31+1:5:0:0:11
D minor (1b), 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+1:1:0:0:1, 2+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 64+1:24:0:0:8
E minor (1#), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+1:2:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 47+1:3:0:0:3
Bb major (2b), 1+0:1:0:0:1, 3+0:0:0:0:1, 4+0:2:0:0:3, 3+0:0:0:0:1, 5+0:3:0:0:4, 3+0:0:0:0:1, 5+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 5+1:1:0:0:2, 3+0:1:0:0:2, 4+0:2:0:0:2, 6+0:3:0:0:4, 4+0:1:0:0:2, 4+0:1:0:0:2, 1+0:0:0:0:0, 2+0:2:0:0:2, 1+0:1:0:0:1, 3+0:1:0:0:2, 4+0:2:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:2, 2+0:1:0:0:1, 2+0:0:0:0:1, 3+0:2:0:0:2, 81+1:29:0:0:47
D major (2#), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+1:2:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 36+1:4:0:0:8
G minor (2b), 1+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:2, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+1:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 71+1:18:0:0:11
B minor (2#), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+1:2:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 53+1:3:0:0:6
Eb major (3b), 1+0:1:0:0:1, 4+0:0:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:2, 5+0:3:0:0:5, 3+0:0:0:0:2, 6+0:2:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 6+1:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:3, 7+0:3:0:0:5, 4+0:1:0:0:3, 5+0:1:0:0:3, 2+0:0:0:0:1, 3+0:2:0:0:2, 2+0:1:0:0:1, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:2, 4+0:2:0:0:3, 100+1:29:0:0:69
A major (3#), 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+1:2:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 54+1:4:0:0:4
C minor (3b), 1+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+1:1:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:2, 3+0:1:0:0:1, 4+0:2:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:1, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 82+1:31:0:0:19
F# minor (3#), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+1:2:0:0:3, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 76+1:3:0:0:17
Ab major (4b), 1+0:0:0:0:0, 5+0:0:0:0:3, 6+0:2:0:0:5, 4+0:0:0:0:3, 5+0:3:0:0:5, 4+0:0:0:0:2, 7+0:2:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 7+1:1:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:4, 8+0:3:0:0:6, 4+0:1:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:2:0:0:3, 3+0:1:0:0:2, 5+0:1:0:0:4, 5+0:2:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:2, 5+0:2:0:0:4, 117+1:28:0:0:87
E major (4#), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+1:2:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 70+1:3:0:0:3
F minor (4b), 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 6+1:1:0:0:1, 4+0:1:0:0:1, 5+0:2:0:0:2, 7+0:3:0:0:3, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 95+1:28:0:0:28
C# minor (4#), 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 6+1:2:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:1:0:0:4, 5+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 88+1:3:0:0:38
Db major (5b), 1+0:0:0:0:1, 6+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 6+0:3:0:0:5, 5+0:0:0:0:3, 7+0:2:0:0:7, 5+0:1:0:0:4, 5+0:1:0:0:4, 8+1:1:0:0:5, 6+0:1:0:0:5, 7+0:2:0:0:5, 9+0:3:0:0:8, 5+0:1:0:0:4, 6+0:1:0:0:4, 4+0:0:0:0:3, 4+0:2:0:0:4, 3+0:1:0:0:3, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:0:0:0:4, 6+0:1:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:3, 6+0:2:0:0:5, 137+1:28:0:0:108
