 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
C locrian (0), 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 0+0:0:0:0:0, 8+0:0:0:0:3, 4+1:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+4:0:2:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+5:0:6:2:32
F major (1b), 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:1:0:2, 0+0:0:0:0:0, 7+0:0:0:0:3, 4+1:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 11+4:0:2:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 120+5:0:5:2:31
G major (1#), 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+1:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 13+4:0:2:0:4, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 155+5:0:5:2:31
D minor (1b), 4+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:2, 3+0:0:1:0:3, 0+0:0:0:0:0, 6+0:3:0:0:1, 5+1:1:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 11+4:2:2:0:6, 3+0:2:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:1:1:4, 5+0:0:1:1:4, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 138+5:11:5:2:74
E minor (1#), 5+0:2:0:0:2, 5+0:3:0:0:3, 5+0:4:0:0:4, 6+0:4:0:0:4, 4+0:4:1:0:4, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+1:3:0:0:3, 5+0:2:0:0:2, 5+0:3:0:0:3, 5+0:4:0:0:4, 6+0:4:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 13+4:7:2:0:7, 2+0:0:0:0:0, 3+0:3:0:0:3, 3+0:3:0:0:3, 4+0:3:0:0:3, 3+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 4+0:3:0:0:3, 3+0:3:0:0:3, 3+0:3:0:0:3, 3+0:3:0:0:3, 5+0:3:0:0:3, 3+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 6+0:4:0:0:4, 3+0:3:0:0:3, 4+0:3:0:0:3, 4+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:3, 159+5:111:5:2:109
D minor mel (1b), 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 4+0:0:1:0:3, 1+0:0:0:0:0, 5+0:3:0:0:1, 5+1:1:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 12+4:2:2:0:6, 2+0:2:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:1:1:4, 5+0:0:1:1:4, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 156+5:11:5:2:74
E minor mel (1#), 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:4, 4+0:4:1:0:4, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+1:3:0:0:3, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:4, 5+0:2:0:0:2, 5+0:2:0:0:2, 13+4:7:2:0:7, 2+0:0:0:0:0, 3+0:3:0:0:3, 3+0:3:0:0:3, 4+0:3:0:0:3, 3+0:3:0:0:3, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:3, 4+0:3:0:0:3, 3+0:3:0:0:3, 3+0:3:0:0:3, 6+0:3:0:0:3, 4+0:3:0:0:3, 5+0:2:0:0:2, 4+0:2:0:0:2, 6+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:3, 3+0:2:0:0:2, 3+0:3:0:0:3, 177+5:111:5:2:109
F major blues (1b), 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 9+0:4:0:0:4, 6+1:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+4:2:2:0:4, 4+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:2, 5+0:0:1:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 145+5:10:5:2:17
G major blues (1#), 6+0:3:0:0:1, 6+0:3:0:0:2, 6+0:4:0:0:2, 7+0:3:0:0:1, 4+0:3:1:0:3, 1+0:0:0:0:0, 7+0:0:0:0:2, 5+1:3:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:2, 6+0:4:0:0:2, 7+0:3:0:0:1, 5+0:2:0:0:0, 4+0:1:0:0:0, 13+4:6:2:0:5, 3+0:0:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:1, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:2:0:0:0, 3+0:1:0:0:0, 6+0:3:0:0:2, 4+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:1, 3+0:3:0:0:1, 179+5:99:5:2:52
D minor blues (1b), 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 9+0:4:0:0:4, 6+1:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+4:2:2:0:4, 4+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:2, 5+0:0:1:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 145+5:10:5:2:17
E minor blues (1#), 6+0:3:0:0:1, 6+0:3:0:0:2, 6+0:4:0:0:2, 7+0:3:0:0:1, 4+0:3:1:0:3, 1+0:0:0:0:0, 7+0:0:0:0:2, 5+1:3:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:2, 6+0:4:0:0:2, 7+0:3:0:0:1, 5+0:2:0:0:0, 4+0:1:0:0:0, 13+4:6:2:0:5, 3+0:0:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:1, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:2:0:0:0, 3+0:1:0:0:0, 6+0:3:0:0:2, 4+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:1, 3+0:3:0:0:1, 179+5:99:5:2:52
F dorian (1b), 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 6+0:0:0:0:3, 4+1:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+4:0:2:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 138+5:0:5:2:31
G dorian (1#), 6+0:4:0:0:1, 6+0:4:0:0:2, 6+0:4:0:0:2, 7+0:4:0:0:1, 4+0:4:1:0:3, 1+0:1:0:0:0, 4+0:0:0:0:2, 4+1:3:0:0:1, 6+0:4:0:0:1, 6+0:4:0:0:2, 6+0:4:0:0:2, 7+0:4:0:0:1, 5+0:3:0:0:0, 4+0:2:0:0:0, 13+4:7:2:0:5, 1+0:0:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 4+0:3:0:0:1, 3+0:3:0:0:1, 5+0:5:1:1:4, 5+0:5:1:1:4, 5+0:3:0:0:1, 4+0:3:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 6+0:4:0:0:2, 4+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:1, 3+0:3:0:0:2, 3+0:2:0:0:1, 3+0:3:0:0:1, 173+5:119:5:2:52
F phrygian (1b), 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 0+0:0:0:0:0, 8+0:0:0:0:3, 4+1:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+4:0:2:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+5:0:6:2:32
G phrygian (1#), 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 6+0:0:0:0:3, 4+1:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+4:0:2:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 138+5:0:5:2:31
F lydian (1b), 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 6+0:0:0:0:3, 4+1:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+4:0:2:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:1:3, 5+0:0:1:1:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 138+5:0:5:2:31
