 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
Eb major (3b), 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 4+1:1:0:0:1, 2+0:1:0:0:2, 3+0:2:1:0:2, 4+1:0:1:0:2, 1+0:0:0:0:1, 3+2:1:0:0:2, 0+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:2:0:0, 31+4:5:5:0:15
A major (3#), 5+0:3:0:0:2, 5+0:3:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:2, 4+0:2:0:0:1, 5+1:3:0:0:3, 1+0:0:0:0:0, 4+0:1:1:0:2, 5+1:3:1:0:3, 4+0:1:0:0:0, 7+2:3:0:0:2, 5+0:3:0:0:2, 7+0:4:1:0:3, 6+0:3:0:0:2, 10+0:7:2:0:6, 81+4:41:5:0:32
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+1:1:0:0:1, 1+0:1:0:0:0, 3+0:2:1:0:1, 3+1:0:1:0:1, 2+0:0:0:0:0, 4+2:1:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 5+0:0:2:0:3, 35+4:5:5:0:8
F# minor (3#), 5+0:3:0:0:5, 5+0:3:0:0:4, 4+0:1:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:4, 4+0:2:0:0:3, 5+1:3:0:0:4, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+1:3:1:0:4, 5+0:1:0:0:3, 7+2:3:0:0:5, 5+0:3:0:0:5, 8+0:4:1:0:6, 6+0:3:0:0:5, 10+0:7:2:0:9, 85+4:41:4:0:65
Ab major (4b), 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+1:1:0:0:2, 3+0:1:0:0:2, 4+0:2:1:0:3, 5+1:0:1:0:2, 2+0:0:0:0:1, 3+2:1:0:0:2, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:2:0:0, 41+4:5:5:0:17
E major (4#), 6+0:3:0:0:3, 6+0:3:0:0:3, 5+0:1:0:0:1, 4+0:2:0:0:2, 6+0:2:0:0:2, 5+0:2:0:0:2, 6+1:3:0:0:3, 2+0:0:0:0:0, 5+0:1:1:0:2, 6+1:3:1:0:3, 5+0:1:0:0:1, 7+2:3:0:0:3, 6+0:3:0:0:3, 7+0:4:1:0:4, 7+0:3:0:0:3, 10+0:7:2:0:7, 93+4:41:5:0:42
F minor (4b), 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:1:0:0:1, 3+0:1:0:0:1, 5+0:2:1:0:2, 4+1:0:1:0:1, 1+0:0:0:0:0, 4+2:1:0:0:1, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:2:0:2, 47+4:5:5:0:9
C# minor (4#), 7+0:3:0:0:5, 6+0:3:0:0:5, 6+0:1:0:0:4, 4+0:2:0:0:4, 7+0:2:0:0:5, 5+0:2:0:0:4, 6+1:3:0:0:5, 3+0:0:0:0:1, 5+0:1:1:0:3, 7+1:3:1:0:5, 5+0:1:0:0:4, 7+2:3:0:0:6, 6+0:3:0:0:5, 7+0:4:1:0:7, 7+0:3:0:0:6, 10+0:7:2:0:10, 98+4:41:5:0:79
Db major (5b), 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:3, 2+0:0:0:0:1, 6+1:1:0:0:3, 4+0:1:0:0:3, 5+0:2:1:0:4, 6+1:0:1:0:3, 3+0:0:0:0:2, 3+2:1:0:0:2, 1+0:0:0:0:1, 4+0:0:1:0:1, 2+0:0:0:0:1, 4+0:0:2:0:0, 54+4:5:5:0:29
B major (5#), 6+0:3:0:0:4, 6+0:3:0:0:3, 5+0:1:0:0:2, 4+0:2:0:0:2, 6+0:2:0:0:3, 5+0:2:0:0:2, 7+1:3:0:0:3, 2+0:0:0:0:0, 6+0:1:1:0:1, 6+1:3:1:0:4, 5+0:1:0:0:2, 7+2:3:0:0:4, 6+0:3:0:0:4, 7+0:4:1:0:5, 7+0:3:0:0:4, 10+0:7:2:0:8, 95+4:41:5:0:51
Bb minor (5b), 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 5+1:1:0:0:1, 4+0:1:0:0:2, 4+0:2:1:0:2, 7+1:0:1:0:1, 3+0:0:0:0:0, 4+2:1:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:0, 3+0:0:0:0:0, 5+0:0:2:0:1, 62+4:5:5:0:11
G# minor (5#), 6+0:3:0:0:6, 6+0:3:0:0:6, 5+0:1:0:0:5, 4+0:2:0:0:4, 6+0:2:0:0:6, 5+0:2:0:0:5, 8+1:3:0:0:6, 3+0:0:0:0:2, 7+0:1:1:0:4, 6+1:3:1:0:6, 5+0:1:0:0:5, 8+1:3:0:0:5, 6+0:3:0:0:6, 7+0:4:1:0:7, 7+0:3:0:0:7, 10+0:7:2:0:10, 99+3:41:5:0:90
Gb major (6b), 4+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 6+0:0:0:0:4, 3+0:0:0:0:2, 7+1:1:0:0:4, 4+0:1:0:0:4, 6+0:2:1:0:5, 5+1:0:0:0:4, 4+0:0:0:0:3, 4+2:1:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:1:0:1, 65+4:5:2:0:42
F# major (6#), 6+0:3:0:0:5, 6+0:3:0:0:4, 5+0:1:0:0:3, 4+0:2:0:0:3, 7+0:2:0:0:4, 5+0:2:0:0:3, 7+1:3:0:0:4, 2+0:0:0:0:0, 6+0:1:0:0:2, 7+1:3:1:0:4, 6+0:1:0:0:3, 7+2:3:0:0:5, 6+0:3:0:0:5, 8+0:4:1:0:6, 7+0:3:0:0:5, 10+0:7:2:0:9, 99+4:41:4:0:65
Eb minor (6b), 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+1:1:0:0:1, 3+0:1:0:0:2, 5+0:2:1:0:2, 4+1:0:0:0:2, 3+0:0:0:0:1, 4+2:1:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:1:0:0, 55+4:5:2:0:14
D# minor (6#), 6+0:3:0:0:6, 6+0:3:0:0:6, 5+0:1:0:0:5, 4+0:2:0:0:4, 7+0:2:0:0:6, 5+0:2:0:0:5, 7+1:3:0:0:7, 2+0:0:0:0:2, 6+0:1:0:0:5, 7+1:3:1:0:6, 6+0:1:0:0:5, 7+2:3:0:0:6, 6+0:3:0:0:6, 8+0:4:1:0:7, 7+0:3:0:0:7, 10+0:7:2:0:10, 99+4:41:4:0:93
Cb major (7b), 5+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:4, 2+0:0:0:0:2, 7+0:0:0:0:4, 3+0:0:0:0:3, 7+1:1:0:0:5, 4+0:1:0:0:4, 6+0:2:1:0:6, 6+1:0:0:0:4, 5+0:0:0:0:4, 5+2:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 6+0:0:0:0:2, 75+4:5:1:0:56
C# major (7#), 7+0:3:0:0:5, 6+0:3:0:0:5, 6+0:1:0:0:4, 4+0:2:0:0:4, 8+0:2:0:0:5, 5+0:2:0:0:4, 7+1:3:0:0:5, 3+0:0:0:0:1, 6+0:1:0:0:3, 8+1:3:1:0:5, 6+0:1:0:0:4, 7+2:3:0:0:6, 6+0:3:0:0:5, 8+0:4:1:0:7, 7+0:3:0:0:6, 10+0:7:2:0:10, 104+4:41:4:0:79
Ab minor (7b), 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+1:1:0:0:2, 3+0:1:0:0:2, 5+0:2:1:0:3, 5+1:0:0:0:2, 4+0:0:0:0:1, 5+2:1:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 62+4:5:1:0:15
A# minor (7#), 7+0:3:0:0:6, 6+0:3:0:0:6, 6+0:1:0:0:5, 4+0:2:0:0:4, 8+0:2:0:0:7, 5+0:2:0:0:5, 7+1:3:0:0:7, 3+0:0:0:0:2, 6+0:1:0:0:5, 8+1:3:1:0:7, 6+0:1:0:0:6, 8+2:3:0:0:7, 6+0:3:0:0:6, 8+0:4:1:0:8, 7+0:3:0:0:7, 10+0:7:2:0:10, 105+4:41:4:0:98
