 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
F minor (4b), 4+0:3:0:0:3, 4+0:2:0:0:2, 8+0:5:0:0:5, 5+0:4:1:0:4, 5+0:3:1:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:4:0:0:4, 7+0:1:0:0:1, 3+0:0:1:0:1, 4+0:2:0:0:2, 58+0:24:5:0:27
C# minor (4#), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:0, 6+0:4:0:0:5, 4+0:1:0:0:3, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:1:0:4, 2+0:0:0:0:0, 7+0:3:0:0:4, 3+0:3:1:0:3, 1+0:0:0:0:0, 57+0:28:4:0:37
Db major (5b), 5+0:3:0:0:5, 5+0:2:0:0:5, 9+0:5:0:0:9, 5+0:4:1:0:4, 5+0:3:1:0:5, 3+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:1:0:0, 6+0:4:0:0:6, 7+0:1:0:0:4, 1+0:0:1:0:0, 4+0:2:0:0:4, 55+0:24:5:0:45
B major (5#), 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:1:0:1, 2+0:0:1:0:0, 6+0:4:0:0:4, 5+0:1:0:0:2, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:1:0:4, 0+0:0:0:0:0, 6+0:3:0:0:3, 3+0:3:1:0:3, 2+0:0:0:0:0, 53+0:28:5:0:33
Bb minor (5b), 5+0:3:0:0:4, 4+0:2:0:0:3, 8+0:5:0:0:6, 5+0:4:1:0:4, 5+0:3:1:0:4, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 6+0:4:0:0:5, 7+0:1:0:0:3, 2+0:0:1:0:0, 3+0:2:0:0:2, 56+0:24:5:0:32
G# minor (5#), 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:1:0:0, 3+0:0:1:0:0, 6+0:4:0:0:6, 5+0:1:0:0:3, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:3:1:0:4, 1+0:0:0:0:0, 7+0:3:0:0:5, 4+0:3:1:0:3, 3+0:0:0:0:1, 61+0:28:5:0:41
Gb major (6b), 5+0:3:0:0:5, 5+0:2:0:0:4, 10+0:5:0:0:9, 5+0:4:1:0:4, 5+0:3:1:0:5, 3+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:4:0:0:6, 6+1:1:0:0:4, 0+0:0:0:0:0, 4+0:2:0:0:4, 54+1:24:3:0:46
F# major (6#), 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:1:0:0, 1+0:0:0:0:0, 6+0:4:0:0:4, 5+0:1:0:0:3, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:1:0:4, 1+0:0:0:0:0, 6+0:3:0:0:3, 3+0:3:1:0:3, 2+0:0:0:0:0, 56+0:28:4:0:34
Eb minor (6b), 5+0:3:0:0:5, 5+0:2:0:0:3, 10+0:5:0:0:7, 5+0:4:1:0:4, 5+0:3:1:0:5, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:6, 5+1:1:0:0:2, 0+0:0:0:0:0, 3+0:2:0:0:2, 55+1:24:3:0:34
D# minor (6#), 1+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:1:0:0, 2+0:0:0:0:0, 6+0:4:0:0:6, 5+0:1:0:0:4, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:3:1:0:4, 1+0:0:0:0:0, 6+0:3:0:0:5, 3+0:3:1:0:3, 3+0:0:0:0:2, 60+0:28:4:0:46
Cb major (7b), 5+0:3:0:0:5, 5+0:2:0:0:4, 10+0:5:0:0:10, 5+0:4:1:0:4, 5+0:3:1:0:5, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 6+0:4:0:0:6, 6+1:1:0:0:4, 0+0:0:0:0:0, 4+0:2:0:0:4, 57+1:24:2:0:48
C# major (7#), 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:0:0:5, 5+0:1:0:0:3, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:1:0:4, 2+0:0:0:0:0, 7+0:3:0:0:4, 3+0:3:1:0:3, 2+0:0:0:0:0, 61+0:28:3:0:37
Ab minor (7b), 5+0:3:0:0:5, 5+0:2:0:0:4, 10+0:5:0:0:9, 5+0:4:1:0:4, 5+0:3:1:0:5, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:0:0:6, 5+1:1:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:3, 57+1:24:2:0:39
A# minor (7#), 2+0:0:0:0:1, 4+0:0:0:0:2, 8+0:0:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+0:4:0:0:6, 5+0:1:0:0:4, 4+0:3:0:0:4, 5+0:5:1:0:5, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:3:1:0:4, 3+0:0:0:0:1, 7+0:3:0:0:5, 3+0:3:1:0:3, 2+0:0:0:0:2, 65+0:28:3:0:51
