 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 15+0:1:0:0:3
A major (3#), 1+0:0:0:0:0, 6+0:3:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:0, 8+0:3:0:0:2, 8+0:5:0:0:4, 7+0:5:0:0:4, 5+0:3:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 3+0:2:0:0:1, 59+0:30:0:0:20
C minor (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 25+0:1:0:0:4
F# minor (3#), 0+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 8+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 4+0:1:0:0:3, 5+0:3:0:0:5, 3+0:1:0:0:2, 56+0:27:0:0:46
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 14+0:1:0:0:5
E major (4#), 1+0:0:0:0:0, 7+0:3:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:0, 9+0:3:0:0:3, 8+0:5:0:0:5, 7+0:5:0:0:5, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 4+0:1:0:0:1, 5+0:3:0:0:3, 3+0:1:0:0:1, 63+0:27:0:0:27
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 22+0:1:0:0:1
C# minor (4#), 1+0:0:0:0:1, 7+0:3:0:0:6, 3+0:0:0:0:1, 2+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 4+0:1:0:0:3, 5+0:3:0:0:4, 3+0:1:0:0:2, 60+0:27:0:0:48
Db major (5b), 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 15+0:1:0:0:9
B major (5#), 1+0:0:0:0:1, 7+0:3:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 9+0:3:0:0:4, 8+0:5:0:0:6, 7+0:5:0:0:6, 5+0:3:0:0:4, 2+0:0:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:2, 5+0:3:0:0:4, 4+0:1:0:0:2, 64+0:27:0:0:38
Bb minor (5b), 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 21+0:1:0:0:2
G# minor (5#), 1+0:0:0:0:1, 7+0:3:0:0:7, 4+0:0:0:0:3, 2+0:0:0:0:2, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 2+0:0:0:0:2, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 64+0:27:0:0:56
Gb major (6b), 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 26+0:1:0:0:12
F# major (6#), 0+0:0:0:0:0, 7+0:3:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:5, 8+0:5:0:0:7, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:5, 4+0:1:0:0:2, 61+0:27:0:0:46
Eb minor (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 27+0:1:0:0:3
D# minor (6#), 0+0:0:0:0:0, 7+0:3:0:0:7, 1+0:0:1:0:0, 1+0:0:0:0:1, 9+0:3:0:0:7, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 1+0:0:0:0:1, 5+0:3:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:5, 5+0:1:0:0:3, 59+0:27:1:0:52
Cb major (7b), 1+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 6+0:0:0:0:5, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 37+0:1:0:0:23
C# major (7#), 0+0:0:0:0:0, 7+0:3:0:0:6, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:6, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 58+0:27:0:0:45
Ab minor (7b), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 36+0:1:0:0:5
A# minor (7#), 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:8, 8+0:5:0:0:8, 7+0:5:0:0:7, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:3:0:0:4, 6+0:1:0:0:4, 5+0:3:0:0:4, 5+0:1:0:0:3, 62+0:27:0:0:52
