 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:3, 0+0:0:0:0:0, 5+0:0:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:2, 0+0:0:0:0:0, 5+0:0:1:1:3, 53+0:0:4:2:18
A minor (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:1:3, 0+0:0:0:0:0, 5+0:0:1:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:3, 0+0:0:0:0:0, 5+0:0:1:1:3, 66+0:0:4:2:22
F major (1b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:1:2, 0+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 3+0:3:0:0:3, 2+0:2:0:0:2, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:1:1:2, 43+0:10:4:2:16
G major (1#), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 5+0:5:1:1:3, 1+0:0:0:0:0, 5+0:5:1:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:1:0:2, 2+0:0:0:0:1, 2+0:2:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 1+0:1:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:3:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 5+0:4:1:0:3, 1+0:0:0:0:0, 5+0:5:1:1:3, 62+0:38:5:2:22
D minor (1b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:1:3, 1+0:0:0:0:0, 5+0:0:1:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:2:0:0:1, 2+0:1:0:0:0, 2+0:2:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:3, 1+0:0:0:0:0, 4+0:0:1:1:3, 56+0:10:4:2:21
E minor (1#), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 5+0:5:1:1:4, 1+0:0:0:0:0, 5+0:5:1:0:5, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:0:3, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:1:0:0:1, 4+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:1:0:0:1, 3+0:3:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 5+0:4:1:0:4, 1+0:0:0:0:0, 5+0:5:1:1:4, 74+0:35:5:2:34
Bb major (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:1:2, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:3, 2+0:2:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:1:1:2, 56+0:10:4:2:19
D major (2#), 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:5:1:1:3, 2+0:0:0:0:0, 6+0:5:1:0:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:1:0:2, 1+0:0:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:3:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 6+0:4:1:0:3, 2+0:0:0:0:0, 5+0:5:1:1:3, 75+0:37:5:2:22
G minor (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:1:3, 2+0:0:0:0:0, 4+0:0:1:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:3, 2+0:0:0:0:0, 4+0:0:1:1:3, 66+0:5:4:2:21
B minor (2#), 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 5+0:5:1:1:4, 3+0:0:0:0:1, 6+0:5:1:0:5, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:3:0:0:4, 2+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:1:0:0:1, 4+0:3:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+0:4:1:0:4, 3+0:0:0:0:1, 5+0:5:1:1:4, 93+0:35:5:2:48
