 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
Eb major (3b), 0+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 2+0:1:0:0:2, 3+0:1:0:0:2, 2+0:1:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2, 23+0:7:2:0:12
A major (3#), 3+0:2:0:0:1, 0+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:2:0:0:1, 6+0:5:1:0:4, 5+0:4:1:0:4, 3+0:0:0:0:0, 5+0:3:0:0:2, 3+0:1:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:3:0:0:3, 3+0:2:0:0:1, 1+0:1:0:0:0, 60+0:35:2:0:25
C minor (3b), 1+0:0:0:0:0, 3+0:2:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:2, 2+0:0:1:0:2, 1+0:1:0:0:1, 4+0:1:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 31+0:7:2:0:10
F# minor (3#), 3+0:2:0:0:2, 0+0:0:0:0:0, 4+0:2:0:0:4, 6+0:3:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:5:1:0:6, 5+0:4:1:0:5, 3+0:0:0:0:1, 6+0:3:0:0:4, 3+0:1:0:0:3, 4+0:2:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:4, 3+0:2:0:0:2, 2+0:1:0:0:1, 63+0:34:2:0:49
Ab major (4b), 1+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 3+0:1:0:0:2, 2+0:1:0:0:2, 2+0:1:0:0:2, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 25+0:7:2:0:14
E major (4#), 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:2, 6+0:5:1:0:5, 5+0:4:1:0:4, 4+0:0:0:0:0, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:2:0:0:2, 5+0:3:0:0:3, 4+0:3:0:0:3, 4+0:2:0:0:2, 2+0:1:0:0:1, 66+0:34:2:0:34
F minor (4b), 2+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+0:1:0:0:1, 1+0:1:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 29+0:7:2:0:9
C# minor (4#), 4+0:2:0:0:3, 2+0:0:0:0:0, 4+0:2:0:0:4, 5+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:5:1:0:6, 5+0:4:1:0:5, 5+0:0:0:0:2, 5+0:3:0:0:5, 3+0:1:0:0:3, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:2:0:0:3, 2+0:1:0:0:1, 68+0:34:2:0:58
Db major (5b), 2+0:0:0:0:1, 5+0:2:0:0:5, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:1:0:0, 4+0:1:0:0:3, 3+0:1:0:0:2, 2+0:1:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:3, 30+0:7:2:0:20
B major (5#), 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:3:0:0:3, 4+0:1:0:0:2, 5+0:2:0:0:3, 6+0:5:1:0:6, 5+0:4:1:0:5, 4+0:0:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:3, 4+0:2:0:0:2, 2+0:1:0:0:1, 68+0:34:2:0:43
Bb minor (5b), 2+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 4+0:1:0:0:2, 4+0:1:0:0:1, 1+0:1:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 37+0:7:2:0:9
G# minor (5#), 4+0:2:0:0:4, 3+0:0:0:0:1, 4+0:2:0:0:4, 5+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:5:1:0:6, 5+0:4:1:0:5, 4+0:0:0:0:3, 6+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:5, 5+0:3:0:0:5, 4+0:3:0:0:4, 4+0:2:0:0:4, 2+0:1:0:0:2, 70+0:34:2:0:64
Gb major (6b), 2+0:0:0:0:2, 5+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:1:0:0:3, 35+0:7:0:0:27
F# major (6#), 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:4, 6+0:3:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:5:1:0:6, 5+0:4:1:0:5, 4+0:0:0:0:1, 6+0:3:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:3, 4+0:3:0:0:4, 4+0:2:0:0:2, 3+0:1:0:0:1, 71+0:34:2:0:49
Eb minor (6b), 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:2, 33+0:7:0:0:11
D# minor (6#), 4+0:2:0:0:4, 3+0:0:0:0:2, 4+0:2:0:0:4, 6+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:5:1:0:6, 5+0:4:1:0:5, 4+0:0:0:0:3, 6+0:3:0:0:5, 4+0:1:0:0:4, 6+0:2:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:4, 3+0:1:0:0:2, 73+0:34:2:0:65
Cb major (7b), 2+0:0:0:0:2, 5+0:2:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:1:0:0:3, 44+0:7:0:0:34
C# major (7#), 4+0:2:0:0:3, 3+0:0:0:0:0, 4+0:2:0:0:4, 6+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:5:1:0:6, 5+0:4:1:0:5, 5+0:0:0:0:2, 6+0:3:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:1:0:0:1, 73+0:34:2:0:57
Ab minor (7b), 1+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 39+0:7:0:0:13
A# minor (7#), 4+0:2:0:0:4, 3+0:0:0:0:2, 4+0:2:0:0:4, 6+0:3:0:0:6, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:5:1:0:6, 5+0:4:1:0:5, 5+0:0:0:0:3, 6+0:3:0:0:6, 5+0:1:0:0:4, 5+0:2:0:0:5, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 75+0:34:2:0:68
