 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 8+1:0:1:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:1, 11+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 10+1:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 7+1:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 180+4:0:4:0:20
A minor (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 7+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:4, 1+0:0:0:0:0, 7+2:0:1:0:4, 3+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:0:0:3, 10+2:0:1:0:3, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 9+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 11+1:0:1:0:5, 4+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 0+0:0:0:0:0, 6+2:0:1:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 8+0:0:0:0:3, 3+0:0:0:0:0, 209+7:0:4:0:71
A minor mel (0), 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:0:0:2, 6+0:0:0:0:4, 2+0:0:0:0:0, 7+2:0:1:0:4, 4+0:0:0:0:1, 7+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:3, 7+0:0:0:0:3, 10+2:0:1:0:3, 3+0:0:0:0:1, 6+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 10+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 11+1:0:1:0:5, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+2:0:1:0:4, 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 9+0:0:0:0:3, 4+0:0:0:0:0, 238+7:0:4:0:71
C major blues (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 10+1:0:1:0:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 13+1:0:1:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 10+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 12+1:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 9+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:0, 3+0:0:0:0:0, 230+4:0:4:0:18
A minor blues (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 10+1:0:1:0:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 13+1:0:1:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 10+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 12+1:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 9+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:0, 3+0:0:0:0:0, 230+4:0:4:0:18
C dorian (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 8+1:0:1:0:2, 3+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 11+1:0:1:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 10+1:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 7+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 209+4:0:4:0:20
C phrygian (0), 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 8+1:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 12+1:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 11+1:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 8+1:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 8+0:0:0:0:0, 1+0:0:0:0:0, 146+4:0:4:0:19
C lydian (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 8+1:0:1:0:2, 3+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:1, 11+1:0:1:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 10+1:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 7+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 209+4:0:4:0:20
C mixolydian (0), 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 8+1:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 12+1:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 11+1:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 8+1:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 8+0:0:0:0:0, 1+0:0:0:0:0, 146+4:0:4:0:19
C aeolian (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 8+1:0:1:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:1, 11+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 10+1:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 7+1:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 180+4:0:4:0:20
