 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
G minor (2b), 1+0:0:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:3, 3+0:0:1:0:3, 5+1:1:0:0:1, 58+1:8:5:0:11
B minor (2#), 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:2, 0+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 2+0:2:0:0:2, 2+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:1:0:0, 3+0:2:0:0:2, 2+0:2:0:0:2, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 6+0:3:0:0:4, 7+0:3:0:0:4, 3+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 4+0:2:0:0:3, 7+0:6:1:0:7, 6+0:5:1:0:5, 6+1:2:0:0:3, 107+1:49:3:0:64
G minor mel (2b), 2+0:0:1:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:3, 4+0:0:1:0:3, 6+1:1:0:0:1, 72+1:8:4:0:12
B minor mel (2#), 1+0:0:0:0:0, 4+0:1:0:0:2, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:0:0:0:0, 4+0:0:1:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 7+0:3:0:0:4, 7+0:3:0:0:4, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 1+0:0:0:0:0, 7+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:3, 7+0:6:1:0:7, 7+0:5:1:0:5, 5+1:2:0:0:3, 121+1:47:3:1:63
Bb major blues (2b), 3+0:0:1:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:0, 4+0:0:1:0:1, 6+1:1:0:0:2, 91+1:6:3:0:11
D major blues (2#), 3+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:1, 7+0:6:1:0:4, 7+0:5:1:0:3, 6+1:2:0:0:1, 123+1:54:2:0:17
G minor blues (2b), 3+0:0:1:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 7+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:0, 4+0:0:1:0:1, 6+1:1:0:0:2, 91+1:6:3:0:11
B minor blues (2#), 3+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:1, 7+0:6:1:0:4, 7+0:5:1:0:3, 6+1:2:0:0:1, 123+1:54:2:0:17
Bb dorian (2b), 3+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:1:0:2, 5+1:0:0:0:1, 62+1:0:3:0:12
D dorian (2#), 2+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:1:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:1, 7+0:6:1:0:4, 7+0:5:1:0:3, 5+1:2:0:0:1, 114+1:54:3:0:18
Bb phrygian (2b), 2+0:0:1:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+1:1:0:0:1, 49+1:8:3:0:11
D phrygian (2#), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:1:0:2, 5+0:0:1:0:2, 5+1:0:0:0:1, 85+1:0:3:0:12
Bb lydian (2b), 3+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:1:0:2, 5+1:0:0:0:1, 62+1:0:3:0:12
D lydian (2#), 2+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:1:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:1, 7+0:6:1:0:4, 7+0:5:1:0:3, 5+1:2:0:0:1, 114+1:54:3:0:18
Bb mixolydian (2b), 2+0:0:1:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+1:1:0:0:1, 49+1:8:3:0:11
D mixolydian (2#), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:1:0:2, 5+0:0:1:0:2, 5+1:0:0:0:1, 85+1:0:3:0:12
Bb aeolian (2b), 2+0:0:1:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+1:0:0:0:1, 49+1:0:3:0:11
D aeolian (2#), 2+0:2:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 0+0:0:0:0:0, 4+0:3:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:1, 2+0:2:0:0:0, 2+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 6+0:3:0:0:0, 7+0:3:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:1, 6+0:3:0:0:0, 7+0:3:0:0:0, 4+0:2:0:0:0, 7+0:6:1:0:3, 6+0:5:1:0:3, 6+1:2:0:0:1, 99+1:56:3:0:11
Bb locrian (2b), 2+0:0:1:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 7+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:1, 4+1:1:0:0:2, 57+1:6:3:0:11
D locrian (2#), 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:1:0:2, 5+0:0:1:0:2, 4+1:0:0:0:1, 75+1:0:2:0:11
Eb major (3b), 2+0:0:1:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+1:1:0:0:1, 49+1:8:3:0:11
A major (3#), 2+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:1:0:0:0, 7+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:1, 7+0:6:1:0:4, 7+0:5:1:0:3, 5+1:2:0:0:1, 114+1:54:3:0:18
C minor (3b), 2+0:1:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:1, 0+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:2, 2+1:1:0:0:1, 62+1:12:2:0:10
F# minor (3#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 6+0:1:0:0:3, 7+0:1:0:0:3, 3+0:1:0:0:3, 4+0:2:0:0:4, 7+0:3:0:0:5, 7+0:3:0:0:5, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:4, 2+0:1:0:0:1, 7+0:3:0:0:5, 7+0:3:0:0:5, 5+0:2:0:0:4, 7+0:6:1:0:7, 7+0:5:1:0:6, 5+1:2:0:0:4, 119+1:49:2:0:79
C minor mel (3b), 2+0:1:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:1:0:2, 3+1:1:0:0:1, 62+1:12:2:0:10
F# minor mel (3#), 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 7+0:1:0:0:3, 8+0:1:0:0:3, 3+0:1:0:0:3, 4+0:2:0:0:4, 8+0:3:0:0:5, 8+0:3:0:0:5, 5+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:4, 3+0:1:0:0:1, 8+0:3:0:0:5, 8+0:3:0:0:5, 5+0:2:0:0:4, 7+0:6:1:0:7, 7+0:5:1:0:6, 6+1:2:0:0:4, 129+1:49:2:0:79
Eb major blues (3b), 2+0:0:1:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:3, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 7+0:1:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:0, 4+0:0:1:0:0, 5+1:1:0:0:3, 88+1:6:3:0:21
A major blues (3#), 2+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 7+0:1:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:1, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:1:0:0:0, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:2, 7+0:6:1:0:5, 7+0:5:1:0:4, 7+1:2:0:0:2, 130+1:52:3:0:34
C minor blues (3b), 2+0:0:1:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:3, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 7+0:1:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:0, 4+0:0:1:0:0, 5+1:1:0:0:3, 88+1:6:3:0:21
F# minor blues (3#), 2+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 7+0:1:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:1, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:1:0:0:0, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:2, 7+0:6:1:0:5, 7+0:5:1:0:4, 7+1:2:0:0:2, 130+1:52:3:0:34
Eb dorian (3b), 2+0:0:1:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+1:0:0:0:1, 49+1:0:3:0:11
A dorian (3#), 1+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 7+0:1:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:1, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:0, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:2, 7+0:6:1:0:5, 7+0:5:1:0:4, 6+1:2:0:0:2, 124+1:52:3:0:34
Eb phrygian (3b), 2+0:0:1:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 7+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:1, 4+1:1:0:0:2, 57+1:6:3:0:11
A phrygian (3#), 2+0:2:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 0+0:0:0:0:0, 4+0:3:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:1, 2+0:2:0:0:0, 2+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 6+0:3:0:0:0, 7+0:3:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:1, 6+0:3:0:0:0, 7+0:3:0:0:0, 4+0:2:0:0:0, 7+0:6:1:0:3, 6+0:5:1:0:3, 6+1:2:0:0:1, 99+1:56:3:0:11
Eb lydian (3b), 2+0:0:1:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+1:0:0:0:1, 49+1:0:3:0:11
A lydian (3#), 1+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 7+0:1:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:1, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:0, 8+0:3:0:0:2, 8+0:3:0:0:2, 5+0:2:0:0:2, 7+0:6:1:0:5, 7+0:5:1:0:4, 6+1:2:0:0:2, 124+1:52:3:0:34
