 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
Eb major (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 7+0:0:1:1:1, 3+0:0:0:0:0, 6+0:0:0:0:1, 7+1:1:0:0:3, 3+0:0:1:0:0, 0+0:0:0:0:0, 48+1:1:4:1:6
A major (3#), 1+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:1:0:1, 4+0:2:0:0:1, 4+0:3:0:0:2, 2+0:1:0:0:0, 5+0:2:0:0:1, 1+0:1:0:0:0, 4+0:2:0:0:2, 8+0:5:1:0:4, 7+0:4:0:0:3, 4+0:2:0:0:1, 5+0:4:1:0:3, 1+0:1:0:0:0, 3+0:1:0:0:0, 8+0:5:1:1:3, 8+0:4:0:0:3, 8+0:4:0:0:3, 9+1:3:0:0:1, 9+0:6:1:0:5, 2+0:1:0:0:0, 99+1:53:5:1:34
C minor (3b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:2, 3+0:1:0:0:0, 1+0:0:0:0:0, 8+0:0:1:1:2, 4+0:0:0:0:1, 7+0:0:0:0:1, 8+1:1:0:0:1, 4+0:0:1:0:2, 1+0:0:0:0:0, 66+1:2:4:1:14
F# minor (3#), 0+0:0:0:0:0, 4+0:2:0:0:3, 0+0:0:0:0:0, 1+0:0:1:0:0, 4+0:2:0:0:3, 4+0:3:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:4, 1+0:0:0:0:0, 4+0:2:0:0:4, 8+0:5:1:0:8, 7+0:4:0:0:6, 4+0:2:0:0:3, 5+0:4:1:0:4, 2+0:0:0:0:0, 3+0:1:0:0:2, 8+0:5:1:1:6, 8+0:4:0:0:6, 9+0:4:0:0:6, 10+1:3:0:0:5, 9+0:6:1:0:8, 2+0:1:0:0:2, 100+1:50:5:1:74
Ab major (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 8+0:0:1:1:3, 2+0:0:0:0:0, 7+0:0:0:0:2, 8+1:1:0:0:4, 4+0:0:1:0:0, 1+0:0:0:0:0, 44+1:1:4:1:13
E major (4#), 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:1:0:1, 4+0:2:0:0:2, 4+0:3:0:0:3, 1+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:5:1:0:5, 7+0:4:0:0:4, 4+0:2:0:0:2, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:1, 9+0:5:1:1:4, 8+0:4:0:0:4, 9+0:4:0:0:4, 10+1:3:0:0:3, 10+0:6:1:0:6, 3+0:1:0:0:1, 104+1:50:5:1:50
F minor (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 8+0:0:1:1:2, 3+0:0:0:0:0, 6+0:0:0:0:0, 7+1:1:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 48+1:1:4:1:6
C# minor (4#), 1+0:0:0:0:1, 4+0:2:0:0:4, 1+0:0:0:0:1, 0+0:0:0:0:0, 4+0:2:0:0:4, 4+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:4, 1+0:0:0:0:0, 4+0:2:0:0:4, 8+0:5:1:0:8, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:3, 9+0:5:1:1:6, 8+0:4:0:0:7, 9+0:4:0:0:8, 10+1:3:0:0:6, 10+0:6:1:0:9, 3+0:1:0:0:2, 103+1:50:4:1:86
Db major (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 8+0:0:1:1:4, 3+0:0:0:0:1, 8+0:0:0:0:3, 9+1:1:0:0:6, 5+0:0:1:0:1, 1+0:0:0:0:1, 49+1:1:4:1:21
B major (5#), 1+0:0:0:0:1, 4+0:2:0:0:3, 1+0:0:0:0:1, 1+0:0:1:0:1, 4+0:2:0:0:3, 5+0:3:0:0:3, 0+0:0:0:0:0, 5+0:2:0:0:3, 0+0:0:0:0:0, 5+0:2:0:0:3, 9+0:5:1:0:7, 7+0:4:0:0:5, 4+0:2:0:0:3, 5+0:4:1:0:4, 0+0:0:0:0:0, 4+0:1:0:0:2, 10+0:5:1:1:5, 8+0:4:0:0:5, 10+0:4:0:0:5, 11+1:3:0:0:4, 10+0:6:1:0:7, 3+0:1:0:0:2, 107+1:50:5:1:67
Bb minor (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:1:2, 3+0:0:0:0:0, 7+0:0:0:0:0, 8+1:1:0:0:2, 6+0:0:1:0:0, 1+0:0:0:0:0, 46+1:1:4:1:6
G# minor (5#), 1+0:0:0:0:1, 4+0:2:0:0:4, 1+0:0:0:0:1, 1+0:0:1:0:0, 4+0:2:0:0:4, 5+0:3:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:5, 0+0:0:0:0:0, 5+0:2:0:0:4, 9+0:5:1:0:8, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:4, 10+0:5:1:1:7, 8+0:4:0:0:8, 10+0:4:0:0:9, 11+1:3:0:0:8, 10+0:6:1:0:10, 3+0:1:0:0:3, 108+1:50:5:1:95
Gb major (6b), 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:1:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 9+0:0:1:1:3, 4+0:0:0:0:2, 9+0:0:0:0:5, 10+1:1:0:0:7, 6+0:0:0:0:2, 1+0:0:0:0:1, 60+1:1:3:1:31
F# major (6#), 0+0:0:0:0:0, 4+0:2:0:0:3, 0+0:0:0:0:0, 1+0:0:1:0:0, 4+0:2:0:0:3, 5+0:3:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:4, 9+0:5:1:0:8, 7+0:4:0:0:6, 4+0:2:0:0:3, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:2, 10+0:5:1:1:6, 8+0:4:0:0:6, 11+0:4:0:0:6, 12+1:3:0:0:5, 10+0:6:1:0:8, 3+0:1:0:0:2, 108+1:50:5:1:74
Eb minor (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 8+0:0:1:1:1, 5+0:0:0:0:0, 8+0:0:0:0:1, 9+1:1:0:0:3, 5+0:0:0:0:0, 0+0:0:0:0:0, 64+1:1:3:1:6
D# minor (6#), 0+0:0:0:0:0, 4+0:2:0:0:4, 0+0:0:0:0:0, 2+0:1:0:0:2, 4+0:2:0:0:4, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:2:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:5, 9+0:5:1:0:9, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:4, 10+0:5:1:1:9, 8+0:4:0:0:8, 11+0:4:0:0:10, 12+1:3:0:0:9, 10+0:6:1:0:10, 3+0:1:0:0:3, 110+1:51:4:1:102
Cb major (7b), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 10+0:0:0:1:4, 5+0:0:0:0:3, 10+0:0:0:0:6, 11+1:1:0:0:8, 7+0:0:0:0:3, 2+0:0:0:0:1, 74+1:1:0:1:41
C# major (7#), 0+0:0:0:0:0, 4+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:0:0:4, 5+0:3:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:4, 9+0:5:1:0:8, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:4:1:0:4, 1+0:0:0:0:0, 4+0:1:0:0:3, 10+0:5:1:1:6, 8+0:4:0:0:7, 11+0:4:0:0:8, 12+1:3:0:0:6, 10+0:6:1:0:9, 3+0:1:0:0:2, 107+1:50:4:1:84
Ab minor (7b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 10+0:0:0:1:3, 4+0:0:0:0:0, 9+0:0:0:0:2, 10+1:1:0:0:4, 6+0:0:0:0:0, 2+0:0:0:0:0, 69+1:1:0:1:12
A# minor (7#), 0+0:0:0:0:0, 4+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:0:0:4, 5+0:3:0:0:5, 0+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:5, 9+0:5:1:0:9, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:4:1:0:4, 2+0:0:0:0:1, 4+0:1:0:0:4, 10+1:5:1:1:8, 8+0:4:0:0:8, 11+0:4:0:0:11, 12+1:3:0:0:10, 10+0:6:1:0:10, 3+0:1:0:0:3, 108+2:50:4:1:101
