 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 64+0:0:1:0:8
A minor (0), 2+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:2, 7+0:0:0:0:5, 2+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:2, 79+0:0:1:0:35
F major (1b), 2+0:1:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:1:0:3, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 51+0:6:1:0:6
G major (1#), 3+0:1:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 4+0:0:1:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 6+0:5:0:0:2, 4+0:3:0:0:1, 6+0:5:0:0:2, 4+0:3:0:0:0, 8+0:6:0:0:2, 3+0:2:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 85+0:52:1:0:18
D minor (1b), 3+0:1:0:0:0, 2+0:1:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:1:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:1, 7+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 71+0:6:1:0:27
E minor (1#), 4+0:1:0:0:1, 5+0:1:0:0:1, 4+0:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 3+0:1:0:0:1, 5+0:0:1:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:2, 6+0:5:0:0:5, 4+0:3:0:0:3, 6+0:5:0:0:5, 5+0:3:0:0:3, 8+0:6:0:0:6, 3+0:2:0:0:2, 4+0:3:0:0:3, 4+0:2:0:0:2, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:3:0:0:3, 4+0:3:0:0:3, 98+0:51:1:0:52
Bb major (2b), 3+0:1:0:0:1, 3+0:1:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:3, 5+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 57+0:6:1:0:9
D major (2#), 4+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:1:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 7+0:5:0:0:3, 5+0:3:0:0:2, 7+0:5:0:0:3, 5+0:3:0:0:1, 9+0:6:0:0:3, 4+0:2:0:0:2, 4+0:3:0:0:2, 5+0:2:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:2, 5+0:3:0:0:2, 105+0:51:1:0:27
G minor (2b), 4+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:1, 6+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 78+0:4:1:0:18
B minor (2#), 5+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 6+0:3:0:0:4, 3+0:0:0:0:1, 4+0:1:0:0:2, 4+0:0:1:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 5+0:2:0:0:3, 5+0:2:0:0:3, 7+0:5:0:0:6, 5+0:3:0:0:4, 7+0:5:0:0:6, 5+0:3:0:0:4, 9+0:6:0:0:7, 4+0:2:0:0:3, 4+0:3:0:0:4, 5+0:2:0:0:3, 3+0:1:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:3, 6+0:3:0:0:4, 5+0:3:0:0:4, 118+0:51:1:0:73
Eb major (3b), 4+0:1:0:0:2, 3+0:1:0:0:3, 5+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:3:1:0:4, 6+0:1:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 61+0:6:1:0:23
A major (3#), 4+0:1:0:0:1, 5+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:0:1:0:1, 6+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 7+0:5:0:0:4, 5+0:3:0:0:2, 7+0:5:0:0:4, 5+0:3:0:0:2, 9+0:6:0:0:5, 4+0:2:0:0:2, 5+0:3:0:0:2, 6+0:2:0:0:1, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:3:0:0:3, 6+0:3:0:0:2, 120+0:51:1:0:35
C minor (3b), 4+0:1:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:1:0:2, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 74+0:6:1:0:8
