 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 4+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 69+0:0:2:0:9
A minor (0), 5+0:0:0:0:3, 4+0:0:1:0:1, 6+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:1:0:1, 6+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 87+0:0:2:0:26
F major (1b), 5+0:0:0:0:0, 4+0:3:1:0:3, 6+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:1, 1+0:1:0:0:1, 4+0:2:0:0:2, 2+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 4+0:3:1:0:3, 6+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 79+0:19:2:0:19
G major (1#), 5+0:4:0:0:1, 2+0:0:1:0:2, 5+0:2:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 4+0:3:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 6+0:3:0:0:1, 4+0:3:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 5+0:3:0:0:1, 5+0:4:0:0:1, 2+0:0:1:0:2, 5+0:2:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 4+0:3:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 71+0:39:2:0:13
D minor (1b), 5+0:0:0:0:2, 5+0:3:1:0:2, 5+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:1, 2+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 6+0:1:0:0:1, 5+0:0:0:0:2, 5+0:3:1:0:2, 5+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 93+0:19:2:0:15
E minor (1#), 6+0:4:0:0:4, 1+0:0:1:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 5+0:3:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 5+0:3:0:0:3, 7+0:2:0:0:2, 5+0:3:0:0:3, 3+0:2:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 5+0:3:0:0:3, 6+0:4:0:0:4, 1+0:0:1:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 5+0:3:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 90+0:36:2:0:38
Bb major (2b), 6+0:0:0:0:1, 5+0:3:1:0:4, 7+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 4+0:1:0:0:2, 4+0:0:0:0:1, 5+0:3:1:0:4, 7+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 87+0:19:2:0:38
D major (2#), 5+0:4:0:0:2, 3+0:0:1:0:2, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:1, 7+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:1, 5+0:4:0:0:2, 3+0:0:1:0:2, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 85+0:37:2:0:15
G minor (2b), 7+0:0:0:0:1, 4+0:2:1:0:2, 7+0:1:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:2:1:0:2, 7+0:1:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 89+0:9:2:0:13
B minor (2#), 5+0:4:0:0:5, 4+0:0:1:0:0, 5+0:1:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 5+0:3:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:3, 4+0:2:0:0:3, 5+0:3:0:0:4, 7+0:2:0:0:3, 5+0:3:0:0:4, 4+0:2:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 7+0:3:0:0:3, 5+0:4:0:0:5, 4+0:0:1:0:0, 5+0:1:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 5+0:3:0:0:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 102+0:36:2:0:50
