 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
Eb major (3b), 6+0:3:0:0:5, 4+0:1:0:0:3, 6+0:3:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:2, 3+0:1:0:0:2, 5+0:2:0:0:3, 3+0:0:0:0:2, 7+1:3:0:1:4, 4+0:0:0:0:2, 7+0:3:0:0:5, 2+0:0:0:0:1, 6+0:3:0:0:5, 4+0:1:0:0:3, 6+0:3:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:3, 1+0:0:0:0:0, 6+0:2:0:0:4, 4+0:1:0:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 114+1:33:0:1:79
A major (3#), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 58+1:4:0:1:2
C minor (3b), 5+0:3:0:0:2, 3+0:1:0:0:1, 5+0:3:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 6+1:3:0:1:2, 3+0:1:0:0:0, 6+0:3:0:0:2, 3+0:0:0:0:0, 5+0:3:0:0:2, 3+0:1:0:0:1, 5+0:3:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 96+1:36:0:1:19
F# minor (3#), 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 7+1:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:4, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 84+1:4:0:1:22
Ab major (4b), 6+0:3:0:0:6, 5+0:1:0:0:4, 6+0:3:0:0:6, 5+0:1:0:0:4, 4+0:1:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:2, 3+0:1:0:0:3, 5+0:2:0:0:4, 4+0:0:0:0:3, 7+1:3:0:1:5, 5+0:0:0:0:3, 8+0:3:0:0:6, 3+0:0:0:0:2, 6+0:3:0:0:6, 5+0:1:0:0:4, 6+0:3:0:0:6, 5+0:1:0:0:4, 4+0:1:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:4, 2+0:0:0:0:1, 7+0:2:0:0:5, 5+0:1:0:0:4, 4+0:0:0:0:3, 0+0:0:0:0:0, 135+1:33:0:1:106
E major (4#), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 5+1:0:0:1:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 73+1:4:0:1:5
F minor (4b), 5+0:3:0:0:3, 4+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 5+0:2:0:0:2, 3+0:0:0:0:0, 6+1:3:0:1:2, 4+0:0:0:0:0, 7+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 4+0:1:0:0:1, 5+0:3:0:0:3, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:2, 4+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 110+1:33:0:1:32
C# minor (4#), 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 6+1:0:0:1:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:2:0:0:5, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:1, 94+1:4:0:1:48
Db major (5b), 7+0:3:0:0:6, 6+0:1:0:0:5, 7+0:3:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:4, 6+0:0:0:0:4, 6+0:1:0:0:5, 4+0:0:0:0:3, 5+0:1:0:0:4, 4+0:0:0:0:3, 3+0:1:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:4, 8+1:3:0:1:6, 6+0:0:0:0:4, 8+0:3:0:0:7, 4+0:0:0:0:3, 7+0:3:0:0:6, 6+0:1:0:0:5, 7+0:3:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:4, 6+0:0:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:2, 7+0:2:0:0:6, 6+0:1:0:0:5, 5+0:0:0:0:4, 1+0:0:0:0:0, 160+1:33:0:1:128
B major (5#), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 6+1:0:0:1:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 7+0:2:0:0:3, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 100+1:4:0:1:9
Bb minor (5b), 6+0:3:0:0:4, 5+0:1:0:0:2, 6+0:3:0:0:4, 5+0:1:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:1, 2+0:1:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+1:3:0:1:3, 5+0:0:0:0:1, 7+0:3:0:0:4, 3+0:0:0:0:0, 6+0:3:0:0:4, 5+0:1:0:0:2, 6+0:3:0:0:4, 5+0:1:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:1, 5+0:1:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:3, 5+0:1:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 133+1:33:0:1:53
G# minor (5#), 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:4, 4+1:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 7+0:2:0:0:6, 4+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 113+1:4:0:0:69
Gb major (6b), 7+0:3:0:0:7, 6+0:1:0:0:6, 7+0:3:0:0:7, 6+0:1:0:0:6, 6+0:1:0:0:5, 6+0:0:0:0:5, 7+0:1:0:0:6, 5+0:0:0:0:4, 6+0:1:0:0:5, 5+0:0:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:0:0:0:5, 9+1:3:0:1:7, 6+0:0:0:0:5, 8+0:3:0:0:8, 5+0:0:0:0:4, 7+0:3:0:0:7, 6+0:1:0:0:6, 7+0:3:0:0:7, 6+0:1:0:0:6, 6+0:1:0:0:5, 6+0:0:0:0:5, 7+0:1:0:0:6, 4+0:0:0:0:3, 7+0:2:0:0:7, 7+0:1:0:0:5, 5+0:0:0:0:5, 1+0:0:0:0:1, 173+1:33:0:1:154
F# major (6#), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 7+0:1:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:2, 7+1:0:0:1:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 7+0:1:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 7+0:2:0:0:4, 4+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 126+1:4:0:1:22
Eb minor (6b), 7+0:3:0:0:5, 5+0:1:0:0:3, 7+0:3:0:0:5, 5+0:1:0:0:3, 5+0:1:0:0:2, 5+0:0:0:0:2, 6+0:1:0:0:3, 4+0:0:0:0:1, 5+0:1:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:0:0:0:2, 9+1:3:0:1:4, 5+0:0:0:0:2, 7+0:3:0:0:5, 4+0:0:0:0:1, 7+0:3:0:0:5, 5+0:1:0:0:3, 7+0:3:0:0:5, 5+0:1:0:0:3, 5+0:1:0:0:2, 5+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:0, 6+0:2:0:0:4, 6+0:1:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 152+1:33:0:1:78
D# minor (6#), 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 7+0:1:0:0:6, 5+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:5, 7+1:0:0:1:4, 4+0:0:0:0:3, 5+0:0:0:0:3, 7+0:1:0:0:6, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 7+0:2:0:0:7, 4+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:3, 1+0:0:0:0:1, 135+1:4:0:1:97
Cb major (7b), 7+0:3:0:0:7, 6+0:1:0:0:6, 7+0:3:0:0:7, 6+0:1:0:0:6, 6+0:1:0:0:6, 6+0:0:0:0:5, 7+0:1:0:0:7, 6+0:0:0:0:5, 6+0:1:0:0:6, 5+0:0:0:0:5, 4+0:1:0:0:4, 5+0:2:0:0:4, 7+0:0:0:0:6, 9+1:3:0:1:8, 6+0:0:0:0:5, 8+0:3:0:0:8, 6+0:0:0:0:5, 7+0:3:0:0:7, 6+0:1:0:0:6, 7+0:3:0:0:7, 6+0:1:0:0:6, 6+0:1:0:0:6, 6+0:0:0:0:5, 7+0:1:0:0:7, 5+0:0:0:0:4, 7+0:2:0:0:7, 7+0:1:0:0:6, 5+0:0:0:0:5, 1+0:0:0:0:1, 177+1:33:0:1:167
C# major (7#), 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 6+0:0:0:0:2, 7+0:1:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:0:0:3, 8+1:0:0:1:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 7+0:1:0:0:4, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 6+0:0:0:0:2, 7+0:2:0:0:5, 5+0:0:0:0:1, 7+0:0:0:0:2, 5+0:0:0:0:1, 1+0:0:0:0:1, 147+1:4:0:1:48
Ab minor (7b), 6+0:3:0:0:6, 5+0:1:0:0:4, 6+0:3:0:0:6, 5+0:1:0:0:4, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:4, 5+0:0:0:0:2, 5+0:1:0:0:3, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:2:0:0:4, 6+0:0:0:0:3, 8+1:3:0:1:5, 5+0:0:0:0:3, 8+0:3:0:0:6, 5+0:0:0:0:2, 6+0:3:0:0:6, 5+0:1:0:0:4, 6+0:3:0:0:6, 5+0:1:0:0:4, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:1, 7+0:2:0:0:5, 6+0:1:0:0:3, 4+0:0:0:0:3, 0+0:0:0:0:0, 152+1:33:0:1:105
A# minor (7#), 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 7+0:1:0:0:7, 5+0:0:0:0:5, 5+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:1, 7+0:0:0:0:6, 8+1:0:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:4, 7+0:1:0:0:7, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 7+0:2:0:0:7, 6+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:4, 1+0:0:0:0:1, 150+1:4:0:1:123
