 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
E major (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:7
F minor (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 26+0:4:2:0:4
C# minor (4#), 4+0:0:0:0:2, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:1:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:1:0:1, 7+0:3:1:0:5, 4+0:0:0:0:2, 1+0:0:0:0:1, 36+0:7:4:0:20
Db major (5b), 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:2:1:0:4, 5+0:2:1:0:4, 4+0:0:0:0:3, 2+0:0:0:0:1, 33+0:4:2:0:26
B major (5#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:0, 8+0:3:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:2:0:7
Bb minor (5b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:2:1:0:2, 4+0:2:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 28+0:4:2:0:10
G# minor (5#), 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 5+0:0:1:0:2, 9+0:3:1:0:6, 4+0:0:0:0:3, 1+0:0:0:0:0, 37+0:4:2:0:27
Gb major (6b), 3+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:4, 6+0:2:1:0:5, 4+0:0:0:0:4, 2+0:0:0:0:2, 36+0:6:4:0:32
F# major (6#), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+0:3:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:0:0:13
Eb minor (6b), 2+0:0:0:0:1, 1+0:1:1:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 7+0:2:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 29+0:6:4:0:10
D# minor (6#), 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:5, 2+0:0:1:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 8+0:3:0:0:7, 4+0:0:0:0:4, 2+0:0:0:0:2, 37+0:4:1:0:33
Cb major (7b), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:5, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:5, 6+0:2:1:0:6, 5+0:0:0:0:4, 2+0:0:0:0:2, 39+0:6:4:0:36
C# major (7#), 4+0:0:0:0:2, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 8+0:3:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 41+0:6:2:0:19
Ab minor (7b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:1:0:3, 5+0:2:1:0:3, 4+0:0:0:0:2, 1+0:0:0:0:1, 32+0:6:4:0:16
A# minor (7#), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 1+0:0:0:0:0, 6+0:1:0:0:6, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 8+0:3:0:0:7, 5+0:0:0:0:4, 1+0:0:0:0:1, 39+0:6:2:0:33
