 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 4+0:0:1:0:3, 4+0:0:0:0:3, 3+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 48+0:0:2:0:18
A minor (0), 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 45+0:0:2:0:22
A minor mel (0), 2+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 49+0:0:2:0:22
C major blues (0), 6+0:0:1:0:3, 6+0:0:0:0:3, 4+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 69+0:0:2:0:18
A minor blues (0), 6+0:0:1:0:3, 6+0:0:0:0:3, 4+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 69+0:0:2:0:18
C dorian (0), 3+0:0:1:0:3, 3+0:0:0:0:3, 4+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 52+0:0:2:0:18
C phrygian (0), 5+0:0:1:0:3, 5+0:0:0:0:3, 2+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 49+0:0:2:0:18
C lydian (0), 3+0:0:1:0:3, 3+0:0:0:0:3, 4+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:0, 52+0:0:2:0:18
C mixolydian (0), 5+0:0:1:0:3, 5+0:0:0:0:3, 2+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 49+0:0:2:0:18
C aeolian (0), 4+0:0:1:0:3, 4+0:0:0:0:3, 3+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 48+0:0:2:0:18
C locrian (0), 6+0:0:1:0:3, 6+0:0:0:0:3, 2+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 49+0:0:2:0:18
