 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
E major (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:4
F minor (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 26+0:4:2:0:4
C# minor (4#), 4+0:0:0:0:2, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:1:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:1:0:1, 7+0:3:1:0:5, 4+0:0:0:0:2, 1+0:0:0:0:1, 36+0:7:4:0:20
F minor mel (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:1:0:2, 6+0:2:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 19+0:4:2:0:4
C# minor mel (4#), 4+0:0:0:0:2, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 41+0:6:4:0:19
Ab major blues (4b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 7+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 40+0:4:2:0:16
E major blues (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 39+0:4:2:0:6
F minor blues (4b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 7+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 40+0:4:2:0:16
C# minor blues (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 39+0:4:2:0:6
Ab dorian (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:1:0:2, 5+0:2:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 19+0:4:2:0:4
E dorian (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Ab phrygian (4b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
E phrygian (4#), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 7+0:3:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 25+0:5:2:0:3
Ab lydian (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:1:0:2, 5+0:2:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 19+0:4:2:0:4
E lydian (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Ab mixolydian (4b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
E mixolydian (4#), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 7+0:3:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 25+0:5:2:0:3
Ab aeolian (4b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:2:1:0:2, 4+0:2:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 26+0:4:2:0:10
E aeolian (4#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:4
Ab locrian (4b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
E locrian (4#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:0:1:0:1, 6+0:3:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 18+0:6:2:0:3
Db major (5b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
B major (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Bb minor (5b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:2:1:0:2, 4+0:2:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 28+0:4:2:0:10
G# minor (5#), 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 5+0:0:1:0:2, 9+0:3:1:0:6, 4+0:0:0:0:3, 1+0:0:0:0:0, 37+0:4:2:0:27
Bb minor mel (5b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:2:1:0:2, 3+0:2:1:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 21+0:4:2:0:10
G# minor mel (5#), 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 4+0:0:0:0:2, 9+0:3:0:0:6, 4+0:0:0:0:3, 1+0:0:0:0:0, 37+0:4:0:0:27
Db major blues (5b), 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 42+0:4:2:0:26
B major blues (5#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:0, 8+0:3:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 40+0:4:2:0:7
Bb minor blues (5b), 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 42+0:4:2:0:26
G# minor blues (5#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:0, 8+0:3:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 40+0:4:2:0:7
Db dorian (5b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:2:1:0:2, 4+0:2:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 26+0:4:2:0:10
B dorian (5#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:0:0:7
Db phrygian (5b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
B phrygian (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:4
Db lydian (5b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:2:1:0:2, 4+0:2:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 26+0:4:2:0:10
B lydian (5#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:0:0:7
Db mixolydian (5b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
B mixolydian (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:4
Db aeolian (5b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
B aeolian (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Db locrian (5b), 4+0:0:0:0:2, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 39+0:6:4:0:25
B locrian (5#), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 7+0:3:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 25+0:5:2:0:3
Gb major (6b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
F# major (6#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:0:0:7
Eb minor (6b), 2+0:0:0:0:1, 1+0:1:1:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 7+0:2:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 29+0:6:4:0:10
D# minor (6#), 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 6+0:1:0:0:5, 2+0:0:1:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 8+0:3:0:0:7, 4+0:0:0:0:4, 2+0:0:0:0:2, 37+0:4:1:0:33
Eb minor mel (6b), 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:2:1:0:2, 6+0:2:1:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 26+0:4:2:0:11
D# minor mel (6#), 4+0:0:0:0:3, 2+0:0:0:1:1, 2+0:0:0:1:1, 1+0:0:0:0:0, 6+0:1:0:0:5, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 8+0:3:0:0:7, 5+0:0:0:0:4, 2+0:0:0:0:2, 40+0:4:0:2:31
Gb major blues (6b), 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:4, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:4, 7+0:2:1:0:5, 5+0:0:0:0:4, 2+0:0:0:0:2, 45+0:4:2:0:33
F# major blues (6#), 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 46+0:4:2:0:13
Eb minor blues (6b), 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:4, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:4, 7+0:2:1:0:5, 5+0:0:0:0:4, 2+0:0:0:0:2, 45+0:4:2:0:33
D# minor blues (6#), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 1+0:0:0:0:0, 6+0:1:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:1:0:3, 8+0:3:1:0:7, 5+0:0:0:0:4, 2+0:0:0:0:2, 43+0:6:4:0:34
Gb dorian (6b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
F# dorian (6#), 4+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+0:3:0:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 41+0:6:2:0:12
Gb phrygian (6b), 4+0:0:0:0:2, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 39+0:6:4:0:25
F# phrygian (6#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Gb lydian (6b), 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 5+0:2:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 33+0:4:2:0:11
F# lydian (6#), 4+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+0:3:0:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 41+0:6:2:0:12
Gb mixolydian (6b), 4+0:0:0:0:2, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 39+0:6:4:0:25
F# mixolydian (6#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 8+0:3:1:0:4, 4+0:0:0:0:0, 2+0:0:0:0:0, 38+0:4:2:0:6
Gb aeolian (6b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
F# aeolian (6#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 8+0:3:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 38+0:4:0:0:7
Gb locrian (6b), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 6+0:0:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:4, 7+0:2:1:0:5, 5+0:0:0:0:4, 1+0:0:0:0:1, 40+0:7:4:0:31
F# locrian (6#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 7+0:3:1:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 33+0:5:2:0:4
Cb major (7b), 4+0:0:0:0:2, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:1:0:4, 6+0:2:1:0:4, 5+0:0:0:0:3, 2+0:0:0:0:1, 39+0:6:4:0:25
C# major (7#), 4+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+0:3:0:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 41+0:6:2:0:12
Ab minor (7b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:1:0:3, 5+0:2:1:0:3, 4+0:0:0:0:2, 1+0:0:0:0:1, 32+0:6:4:0:16
A# minor (7#), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 1+0:0:0:0:0, 6+0:1:0:0:6, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 8+0:3:0:0:7, 5+0:0:0:0:4, 1+0:0:0:0:1, 39+0:6:2:0:33
Ab minor mel (7b), 2+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:1:0:3, 5+0:2:1:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 29+0:6:4:0:16
A# minor mel (7#), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 1+0:0:0:0:0, 6+0:1:0:0:6, 1+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:3, 9+0:3:0:0:7, 5+0:0:0:0:4, 0+0:0:0:0:0, 39+0:6:2:0:31
Cb major blues (7b), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 6+0:0:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:5, 8+0:2:1:0:6, 5+0:0:0:0:4, 2+0:0:0:0:2, 43+0:6:4:0:36
C# major blues (7#), 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:1, 9+0:3:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 47+0:4:0:0:20
Ab minor blues (7b), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 6+0:0:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:5, 8+0:2:1:0:6, 5+0:0:0:0:4, 2+0:0:0:0:2, 43+0:6:4:0:36
A# minor blues (7#), 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:1, 9+0:3:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 47+0:4:0:0:20
Cb dorian (7b), 3+0:0:0:0:1, 2+0:1:1:0:1, 2+0:1:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 6+0:2:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 36+0:6:4:0:16
C# dorian (7#), 4+0:0:0:0:2, 2+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 9+0:3:0:0:5, 5+0:0:0:0:2, 1+0:0:0:0:0, 40+0:6:2:0:17
Cb phrygian (7b), 4+0:0:0:0:3, 2+0:1:1:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 6+0:0:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 5+0:2:1:0:4, 7+0:2:1:0:5, 5+0:0:0:0:4, 1+0:0:0:0:1, 40+0:7:4:0:31
