 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+2:2:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 4+1:2:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 8+0:1:0:0:3, 1+0:0:0:0:0, 28+3:6:3:0:11
A major (3#), 6+0:3:0:0:2, 5+0:3:0:0:2, 3+0:2:0:0:1, 8+0:4:1:0:3, 6+0:3:0:0:2, 5+0:3:0:0:2, 3+0:2:0:0:1, 9+2:4:0:0:3, 4+0:2:0:0:2, 6+0:3:0:0:2, 6+0:3:1:0:3, 7+1:2:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:0, 8+0:5:1:0:4, 11+0:4:0:0:3, 3+0:1:0:0:1, 98+3:47:3:0:34
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+2:2:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+1:2:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 9+0:1:0:0:2, 1+0:0:0:0:0, 41+3:6:3:0:10
F# minor (3#), 6+0:3:0:0:5, 5+0:3:0:0:4, 3+0:2:0:0:2, 9+0:4:1:0:6, 6+0:3:0:0:5, 5+0:3:0:0:4, 3+0:2:0:0:2, 9+2:4:0:0:5, 4+0:2:0:0:3, 6+0:3:0:0:5, 6+0:3:1:0:4, 7+1:2:0:0:3, 4+0:2:0:0:3, 4+0:1:0:0:2, 8+0:5:1:0:7, 11+0:4:0:0:6, 3+0:1:0:0:3, 99+3:47:3:0:69
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+2:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 4+1:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 7+0:1:0:0:4, 1+0:0:0:0:1, 29+3:6:3:0:15
E major (4#), 6+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 8+0:4:1:0:4, 6+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 9+2:4:0:0:4, 4+0:2:0:0:2, 7+0:3:0:0:3, 6+0:3:1:0:3, 6+1:2:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:1, 8+0:5:1:0:5, 11+0:4:0:0:4, 3+0:1:0:0:1, 103+3:45:3:0:45
F minor (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+2:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 5+1:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 8+0:1:0:0:1, 2+0:0:0:0:0, 44+3:6:3:0:9
C# minor (4#), 6+0:3:0:0:6, 6+0:2:0:0:4, 4+0:2:0:0:3, 8+0:4:1:0:7, 6+0:3:0:0:6, 6+0:2:0:0:4, 4+0:2:0:0:3, 9+2:4:0:0:6, 4+0:2:0:0:4, 7+0:3:0:0:6, 6+0:3:1:0:5, 6+1:2:0:0:4, 4+0:2:0:0:4, 5+0:1:0:0:3, 8+0:5:1:0:8, 11+0:4:0:0:7, 3+0:1:0:0:3, 103+3:45:3:0:83
Db major (5b), 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+2:2:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:1:0:0, 5+1:2:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:0, 8+0:1:0:0:5, 1+0:0:0:0:1, 45+3:6:3:0:22
B major (5#), 6+0:3:0:0:4, 6+0:2:0:0:3, 4+0:2:0:0:2, 8+0:4:1:0:5, 6+0:3:0:0:4, 6+0:2:0:0:3, 4+0:2:0:0:2, 9+2:4:0:0:5, 4+0:2:0:0:2, 7+0:3:0:0:4, 6+0:3:1:0:4, 7+1:2:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:2, 8+0:5:1:0:6, 12+0:4:0:0:5, 4+0:1:0:0:2, 106+3:45:3:0:57
Bb minor (5b), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+2:2:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:0, 4+1:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 7+0:1:0:0:2, 0+0:0:0:0:0, 53+3:6:3:0:7
G# minor (5#), 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 8+0:4:1:0:7, 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 9+2:4:0:0:6, 4+0:2:0:0:4, 7+0:3:0:0:7, 6+0:3:1:0:5, 7+1:2:0:0:4, 4+0:2:0:0:4, 5+0:1:0:0:4, 8+0:5:1:0:8, 13+0:4:0:0:8, 4+0:1:0:0:3, 107+3:45:3:0:90
Gb major (6b), 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 5+2:2:0:0:5, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+1:2:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 9+0:1:0:0:6, 2+0:0:0:0:1, 50+3:6:0:0:38
F# major (6#), 6+0:3:0:0:5, 6+0:2:0:0:3, 4+0:2:0:0:2, 9+0:4:1:0:6, 6+0:3:0:0:5, 6+0:2:0:0:3, 4+0:2:0:0:2, 9+2:4:0:0:5, 4+0:2:0:0:3, 7+0:3:0:0:5, 6+0:3:1:0:4, 7+1:2:0:0:3, 4+0:2:0:0:3, 5+0:1:0:0:2, 8+0:5:1:0:7, 12+0:4:0:0:6, 4+0:1:0:0:3, 107+3:45:3:0:67
Eb minor (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+2:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 10+0:1:0:0:3, 2+0:0:0:0:0, 49+3:6:0:0:11
D# minor (6#), 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 9+0:4:1:0:7, 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 10+2:4:0:0:7, 4+0:2:0:0:4, 7+0:3:0:0:7, 6+0:3:1:0:5, 7+1:2:0:0:5, 4+0:2:0:0:4, 5+0:1:0:0:4, 8+0:5:1:0:8, 12+0:4:0:0:9, 4+0:1:0:0:4, 108+3:45:3:0:94
Cb major (7b), 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 6+2:2:0:0:5, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 6+1:2:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 10+0:1:0:0:7, 3+0:0:0:0:2, 62+3:6:0:0:48
C# major (7#), 6+0:3:0:0:6, 6+0:2:0:0:4, 4+0:2:0:0:3, 9+0:4:1:0:7, 6+0:3:0:0:6, 6+0:2:0:0:4, 4+0:2:0:0:3, 9+2:4:0:0:6, 4+0:2:0:0:4, 7+0:3:0:0:6, 6+0:3:1:0:5, 7+1:2:0:0:4, 4+0:2:0:0:4, 5+0:1:0:0:3, 8+0:5:1:0:8, 12+0:4:0:0:7, 4+0:1:0:0:3, 107+3:45:3:0:83
Ab minor (7b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+2:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+1:2:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+0:1:0:0:4, 3+0:0:0:0:1, 46+3:6:0:0:15
A# minor (7#), 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 9+0:4:1:0:8, 6+0:3:0:0:6, 6+0:2:0:0:5, 4+0:2:0:0:4, 9+2:4:0:0:8, 4+0:2:0:0:4, 7+0:3:0:0:7, 6+0:3:1:0:5, 7+1:2:0:0:6, 4+0:2:0:0:4, 5+0:1:0:0:4, 8+0:5:1:0:8, 12+0:4:0:0:10, 4+0:1:0:0:4, 107+3:45:3:0:98
