 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
C major (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:1:2, 6+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:1:0:2, 3+0:0:1:0:2, 5+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 122+3:0:13:5:33
A minor (0), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:1:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:3, 7+0:0:1:1:4, 7+0:0:1:1:4, 5+0:0:2:0:4, 13+1:0:1:2:6, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:1:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:3, 4+0:0:0:0:3, 3+0:0:1:0:1, 3+0:0:1:0:1, 5+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 137+3:0:13:5:68
A minor mel (0), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:1:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:3, 8+0:0:1:1:4, 8+0:0:1:1:4, 5+0:0:2:0:4, 13+1:0:1:2:6, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:1:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:1:0:3, 5+0:0:0:0:3, 2+0:0:1:0:1, 2+0:0:1:0:1, 6+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 144+3:0:13:5:68
C major blues (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:1:2, 7+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 11+0:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:1:0:2, 4+0:0:1:0:2, 6+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 152+3:0:13:5:33
A minor blues (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:1:2, 7+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 11+0:0:0:1:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:1:0:2, 4+0:0:1:0:2, 6+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 152+3:0:13:5:33
C dorian (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:1:2, 7+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 8+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 2+0:0:1:0:2, 2+0:0:1:0:2, 6+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 129+3:0:13:5:33
C phrygian (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:1:1:2, 5+0:0:1:1:2, 5+0:0:2:0:2, 12+1:0:1:2:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 10+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:1:0:2, 4+0:0:1:0:2, 5+1:0:1:0:3, 5+1:0:2:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 111+3:0:13:5:33
C lydian (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:1:2, 7+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 8+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 2+0:0:1:0:2, 2+0:0:1:0:2, 6+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 129+3:0:13:5:33
C mixolydian (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:1:1:2, 5+0:0:1:1:2, 5+0:0:2:0:2, 12+1:0:1:2:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 10+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:1:0:2, 4+0:0:1:0:2, 5+1:0:1:0:3, 5+1:0:2:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 111+3:0:13:5:33
C aeolian (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:1:2, 6+0:0:1:1:2, 5+0:0:2:0:2, 13+1:0:1:2:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:1:0:2, 3+0:0:1:0:2, 5+1:0:1:0:3, 6+1:0:2:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 122+3:0:13:5:33
