 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:1:1:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 54+0:0:3:2:14
A minor (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:0:4, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:1:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 65+0:0:3:2:25
F major (1b), 2+0:1:0:0:1, 3+0:2:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:0:1:3, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 53+0:10:3:2:13
G major (1#), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 5+0:5:2:0:3, 3+0:2:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 3+0:0:0:1:2, 2+0:1:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 2+0:2:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:2, 1+0:0:0:0:0, 6+0:6:1:1:4, 0+0:0:0:0:0, 2+0:2:0:0:0, 5+0:4:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 60+0:39:3:2:17
D minor (1b), 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:4:0:1:2, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 6+0:1:1:1:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 56+0:11:3:2:19
E minor (1#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 5+0:4:2:0:4, 4+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:1:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 4+0:3:0:0:3, 1+0:0:0:0:0, 6+0:5:1:1:4, 0+0:0:0:0:0, 3+0:2:0:0:2, 5+0:4:0:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 78+0:36:3:2:36
Bb major (2b), 3+0:1:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:1, 2+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:2:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:4:0:1:4, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:1:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 57+0:10:3:2:22
D major (2#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 5+0:5:2:0:4, 4+0:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 3+0:0:0:1:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:2:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:1, 5+0:3:0:0:2, 4+0:3:0:0:2, 0+0:0:0:0:0, 6+0:5:1:1:4, 1+0:0:0:0:0, 3+0:2:0:0:0, 5+0:4:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 63+0:37:3:2:19
G minor (2b), 3+0:2:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:2:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:1:2, 1+0:0:0:0:0, 3+0:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:1:0:0:0, 6+0:0:1:1:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 63+0:12:3:2:17
B minor (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 5+0:4:2:0:4, 4+0:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 4+0:0:0:1:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:3, 2+0:2:0:0:2, 0+0:0:0:0:0, 3+0:2:0:0:3, 5+0:3:0:0:4, 4+0:3:0:0:4, 0+0:0:0:0:0, 6+0:5:1:1:4, 2+0:0:0:0:0, 3+0:2:0:0:2, 5+0:4:0:0:5, 2+0:0:0:0:0, 0+0:0:0:0:0, 73+0:36:3:2:45
