 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
Eb major (3b), 1+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 5+0:1:0:0:3, 4+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:2:0:4, 4+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 67+0:12:2:0:29
A major (3#), 2+0:0:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 6+0:2:1:0:2, 3+0:0:0:0:0, 6+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 7+0:2:0:0:1, 6+0:3:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 4+0:0:2:0:2, 4+0:1:0:0:0, 5+0:2:0:0:1, 6+0:2:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 6+0:4:0:0:3, 4+0:1:1:0:1, 0+0:0:0:0:0, 118+0:30:4:0:17
C minor (3b), 1+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:2:0:3, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 81+0:12:2:0:12
F# minor (3#), 3+0:0:0:0:1, 5+0:1:0:0:3, 5+0:2:0:0:4, 7+0:2:1:0:3, 3+0:0:0:0:2, 7+0:1:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 7+0:1:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 5+0:0:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:4, 7+0:2:0:0:4, 6+0:3:0:0:5, 2+0:0:0:0:2, 5+0:2:0:0:4, 2+0:0:0:0:2, 3+0:0:1:0:0, 5+0:1:0:0:3, 5+0:2:0:0:4, 6+0:2:0:0:4, 2+0:0:0:0:1, 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:1:1:0:1, 0+0:0:0:0:0, 130+0:30:3:0:77
Ab major (4b), 1+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 6+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:1:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 5+0:3:2:0:5, 5+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:3, 1+0:0:0:0:0, 86+0:12:2:0:55
E major (4#), 2+0:0:0:0:0, 5+0:1:0:0:1, 6+0:2:0:0:2, 7+0:2:1:0:3, 4+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 6+0:2:0:0:2, 8+0:2:0:0:2, 7+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 4+0:0:2:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 7+0:2:0:0:2, 3+0:0:0:0:0, 5+0:2:0:0:2, 7+0:4:0:0:4, 5+0:1:1:0:2, 1+0:0:0:0:0, 135+0:30:4:0:34
F minor (4b), 0+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:2:0:3, 4+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 80+0:12:2:0:12
C# minor (4#), 1+0:0:0:0:1, 4+0:1:0:0:3, 6+0:2:0:0:5, 7+0:2:0:0:4, 5+0:0:0:0:3, 5+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:2, 1+0:0:0:0:1, 5+0:1:0:0:4, 5+0:0:0:0:3, 5+0:1:0:0:4, 4+0:0:0:0:3, 5+0:1:0:0:4, 6+0:2:0:0:5, 8+0:2:0:0:6, 7+0:3:0:0:5, 2+0:0:0:0:2, 5+0:2:0:0:5, 2+0:0:0:0:2, 3+0:0:1:0:1, 4+0:1:0:0:3, 6+0:2:0:0:5, 7+0:2:0:0:4, 3+0:0:0:0:2, 5+0:2:0:0:5, 7+0:4:0:0:6, 5+0:1:0:0:3, 1+0:0:0:0:0, 133+0:30:1:0:98
Db major (5b), 2+0:0:0:0:1, 6+0:1:0:0:4, 3+0:0:0:0:2, 6+0:1:0:0:4, 4+0:0:0:0:3, 5+0:1:0:0:3, 3+0:0:0:0:2, 6+0:1:0:0:5, 5+0:1:0:0:3, 5+0:1:0:0:3, 4+0:0:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 6+0:3:2:0:5, 6+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:4, 1+0:0:0:0:1, 110+0:13:2:0:74
B major (5#), 2+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:2:1:0:4, 5+0:0:0:0:1, 6+0:1:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 6+0:1:0:0:2, 5+0:0:0:0:1, 6+0:1:0:0:2, 5+0:0:0:0:1, 6+0:1:0:0:2, 7+0:2:0:0:3, 8+0:3:0:0:4, 8+0:3:0:0:4, 3+0:0:0:0:1, 5+0:2:0:0:3, 3+0:0:0:0:1, 5+0:0:2:0:1, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:2:0:0:3, 4+0:0:0:0:1, 6+0:2:0:0:3, 7+0:4:0:0:5, 6+0:1:1:0:3, 1+0:0:0:0:0, 157+0:31:4:0:59
Bb minor (5b), 2+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 7+0:1:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 4+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:2:0:3, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 92+0:13:2:0:16
G# minor (5#), 1+0:0:0:0:1, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:2:1:0:5, 5+0:0:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 6+0:1:0:0:4, 5+0:0:0:0:4, 6+0:1:0:0:5, 5+0:0:0:0:3, 6+0:1:0:0:5, 7+0:2:0:0:6, 8+0:3:0:0:7, 8+0:3:0:0:7, 3+0:0:0:0:2, 5+0:2:0:0:5, 3+0:0:0:0:2, 5+0:0:2:0:1, 6+0:1:0:0:5, 7+0:2:0:0:6, 7+0:2:0:0:6, 4+0:0:0:0:3, 6+0:2:0:0:5, 7+0:4:0:0:7, 6+0:1:1:0:4, 1+0:0:0:0:1, 156+0:31:4:0:123
Gb major (6b), 3+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:3, 6+0:2:1:0:6, 5+0:0:0:0:4, 6+0:1:0:0:4, 4+0:0:0:0:3, 7+0:1:0:0:6, 5+0:1:0:0:4, 6+0:1:0:0:4, 5+0:0:0:0:4, 6+0:1:0:0:5, 5+0:1:0:0:4, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:3:2:0:6, 6+0:1:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 6+0:2:1:0:6, 1+0:0:0:0:1, 130+0:15:4:0:102
F# major (6#), 3+0:0:0:0:1, 7+0:1:0:0:3, 7+0:2:0:0:4, 8+0:2:1:0:3, 5+0:0:0:0:2, 7+0:1:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 7+0:1:0:0:3, 5+0:0:0:0:2, 7+0:1:0:0:3, 6+0:0:0:0:2, 7+0:1:0:0:3, 7+0:2:0:0:4, 8+0:3:0:0:5, 8+0:3:0:0:5, 3+0:0:0:0:2, 5+0:2:0:0:4, 3+0:0:0:0:2, 4+0:0:1:0:0, 7+0:1:0:0:3, 7+0:2:0:0:4, 7+0:2:0:0:4, 4+0:0:0:0:1, 7+0:2:0:0:4, 7+0:4:0:0:5, 7+0:1:1:0:1, 1+0:0:0:0:0, 169+0:31:3:0:78
Eb minor (6b), 3+0:0:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:0, 5+0:2:1:0:3, 4+0:0:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:0, 6+0:1:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:3:2:0:4, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:2:1:0:3, 0+0:0:0:0:0, 111+0:15:4:0:32
D# minor (6#), 3+0:0:0:0:2, 8+0:1:0:0:6, 7+0:2:0:0:7, 9+0:2:1:0:6, 5+0:0:0:0:5, 7+0:1:0:0:5, 5+0:0:0:0:5, 6+0:0:0:0:5, 5+0:0:0:0:3, 7+0:1:0:0:5, 5+0:0:0:0:5, 7+0:1:0:0:6, 6+0:0:0:0:4, 7+0:1:0:0:6, 7+0:2:0:0:7, 8+0:3:0:0:8, 8+0:3:0:0:8, 3+0:0:0:0:3, 5+0:2:0:0:5, 3+0:0:0:0:3, 5+0:0:1:0:2, 8+0:1:0:0:6, 7+0:2:0:0:7, 7+0:2:0:0:7, 4+0:0:0:0:4, 7+0:2:0:0:6, 7+0:4:0:0:7, 8+0:1:1:0:4, 0+0:0:0:0:0, 174+0:31:3:0:147
Cb major (7b), 2+0:0:0:0:2, 7+0:1:0:0:6, 5+0:0:0:0:4, 7+0:2:1:0:6, 6+0:0:0:0:5, 7+0:1:0:0:5, 5+0:0:0:0:4, 8+0:1:0:0:7, 5+0:1:0:0:5, 7+0:1:0:0:5, 6+0:0:0:0:5, 7+0:1:0:0:6, 6+0:1:0:0:5, 6+0:0:0:0:5, 5+0:0:0:0:4, 5+0:0:0:0:4, 6+0:0:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 5+0:3:2:0:5, 7+0:1:0:0:6, 5+0:0:0:0:4, 5+0:0:0:0:4, 4+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:2, 7+0:2:1:0:6, 1+0:0:0:0:1, 153+0:15:4:0:123
C# major (7#), 2+0:0:0:0:1, 6+0:1:0:0:3, 7+0:2:0:0:5, 8+0:2:0:0:4, 6+0:0:0:0:3, 7+0:1:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:2, 3+0:0:0:0:1, 7+0:1:0:0:4, 6+0:0:0:0:3, 7+0:1:0:0:4, 6+0:0:0:0:3, 7+0:1:0:0:4, 7+0:2:0:0:5, 8+0:3:0:0:6, 8+0:3:0:0:5, 3+0:0:0:0:2, 5+0:2:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:3, 7+0:2:0:0:5, 7+0:2:0:0:4, 4+0:0:0:0:2, 7+0:2:0:0:5, 7+0:4:0:0:6, 7+0:1:0:0:2, 1+0:0:0:0:0, 167+0:31:0:0:97
Ab minor (7b), 1+0:0:0:0:0, 6+0:1:0:0:3, 4+0:0:0:0:1, 6+0:2:1:0:4, 5+0:0:0:0:2, 6+0:1:0:0:3, 4+0:0:0:0:1, 8+0:1:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 5+0:0:0:0:2, 7+0:0:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:3:2:0:4, 6+0:1:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:0, 6+0:2:1:0:4, 1+0:0:0:0:0, 129+0:14:4:0:55
A# minor (7#), 2+0:0:0:0:2, 6+0:1:0:0:6, 7+0:2:0:0:7, 8+0:2:0:0:7, 6+0:0:0:0:5, 7+0:1:0:0:6, 5+0:0:0:0:5, 8+0:0:0:0:5, 3+0:0:0:0:3, 7+0:1:0:0:6, 6+0:0:0:0:5, 8+0:1:0:0:7, 6+0:0:0:0:5, 7+0:1:0:0:7, 7+0:2:0:0:7, 8+0:3:0:0:8, 8+0:3:0:0:7, 3+0:0:0:0:3, 5+0:2:0:0:5, 3+0:0:0:0:3, 3+0:0:0:0:3, 6+0:1:0:0:6, 7+0:2:0:0:7, 6+0:2:0:0:5, 4+0:0:0:0:4, 7+0:2:0:0:7, 7+0:4:0:0:7, 7+0:1:0:0:5, 1+0:0:0:0:1, 168+0:31:0:0:154
