 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
F lydian (1b), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 123+0:0:5:1:17
G lydian (1#), 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 9+0:6:1:1:4, 5+0:3:0:0:0,  , 5+0:3:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 153+0:94:9:1:27
F mixolydian (1b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 74+0:0:6:1:16
G mixolydian (1#), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 123+0:0:5:1:17
F aeolian (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+0:0:5:1:15
G aeolian (1#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 8+0:0:1:1:3, 4+0:0:0:0:0,  , 4+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 139+0:0:7:1:19
F locrian (1b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:16
G locrian (1#), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+0:0:5:1:15
Bb major (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:2, 6+0:0:1:0:1, 0+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 74+0:0:6:1:16
D major (2#), 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:4:1:0:2, 7+0:3:1:0:2, 2+0:2:0:0:0, 1+0:0:0:0:1, 5+0:3:0:0:0, 6+0:3:0:0:1, 9+0:6:1:1:4, 5+0:3:0:0:0,  , 5+0:3:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 153+0:94:9:1:27
G minor (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:1:0:1, 3+0:0:1:0:2, 7+0:0:1:0:2, 0+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:1:0:1, 3+0:0:1:0:2, 7+0:0:1:0:2, 0+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:4, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 90+0:10:8:1:24
B minor (2#), 3+0:2:0:0:2, 3+0:2:0:0:2, 3+0:1:1:0:3, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:4:1:0:4, 7+0:3:1:0:5, 2+0:2:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:4, 6+0:3:0:0:4, 2+0:2:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:2, 3+0:1:1:0:3, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:4:1:0:4, 7+0:3:1:0:5, 2+0:2:0:0:2, 2+0:0:0:0:0, 5+0:3:0:0:4, 6+0:3:0:0:4, 9+0:6:1:1:6, 5+0:3:0:0:4,  , 5+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:1:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 146+0:78:9:1:103
G minor mel (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:2, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:4, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 114+0:10:7:1:23
B minor mel (2#), 4+0:2:0:0:2, 4+0:2:0:0:2, 3+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 4+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:2:0:0:2, 3+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 4+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 10+0:6:1:1:6, 6+0:3:0:0:4,  , 6+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:2, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 168+0:80:9:1:103
Bb major blues (2b), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 124+0:9:5:1:19
D major blues (2#), 4+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 189+0:95:5:1:43
G minor blues (2b), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 2+0:0:0:0:0, 6+0:3:0:0:4, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 124+0:9:5:1:19
B minor blues (2#), 4+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 3+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 189+0:95:5:1:43
Bb dorian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+0:0:5:1:15
D dorian (2#), 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 175+0:95:9:1:47
Bb phrygian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:16
D phrygian (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:1:0:2, 7+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:0, 6+0:0:0:0:0, 8+0:0:1:1:3, 4+0:0:0:0:0,  , 4+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 139+0:0:7:1:19
Bb lydian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:2, 6+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:1:3, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 98+0:0:5:1:15
D lydian (2#), 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 4+0:2:1:0:1, 4+0:3:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 5+0:3:1:0:2, 4+0:4:1:0:3, 7+0:4:1:0:4, 3+0:2:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:1,  , 6+0:3:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 175+0:95:9:1:47
Bb mixolydian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:16
