 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:1:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 5+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:1:0:1, 1+0+1:0:0:0:1, 1+0+1:0:0:0:1, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 65+0+36:2:1:0:4
A minor (0), 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:1:0:0:0, 4+0+3:0:0:0:0, 3+0+2:1:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+3:0:0:0:0, 3+0+4:0:0:0:0, 5+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+5:0:0:0:1, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 4+0+3:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 66+0+51:3:0:0:2
F major (1b), 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:1:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 4+0+2:0:1:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+4:1:0:0:1, 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 52+0+38:4:1:0:4
G major (1#), 2+0+2:1:1:0:1, 3+0+1:0:0:0:0, 2+0+2:1:0:0:0, 4+0+3:0:0:0:0, 2+0+2:0:0:0:0, 6+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 5+0+4:0:0:0:0, 5+0+1:0:0:0:0, 4+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+1:0:1:0:1, 1+0+1:0:0:0:1, 1+0+1:0:0:0:1, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+3:0:0:0:0, 3+0+0:0:0:0:0, 6+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 78+0+40:3:2:0:5
D minor (1b), 2+0+2:0:0:0:0, 0+0+1:0:0:0:0, 1+0+2:1:0:0:0, 3+0+3:0:0:0:0, 2+0+2:1:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 3+0+3:1:0:0:1, 3+0+4:0:0:0:0, 4+0+2:0:1:0:1, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+4:1:0:0:1, 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 52+0+44:5:1:0:5
E minor (1#), 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:1:0:0:0, 4+0+3:0:0:0:0, 2+0+4:0:0:0:0, 6+0+4:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:1:1:0:1, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 5+0+4:0:0:0:0, 5+0+1:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+3:0:0:0:0, 4+0+1:0:0:0:0, 4+0+3:0:0:0:0, 3+0+0:0:0:0:0, 6+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 78+0+50:2:1:0:1
Bb major (2b), 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 3+0+3:0:0:0:0, 3+0+4:0:1:0:1, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+4:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:1, 4+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 45+0+39:2:1:0:4
D major (2#), 2+0+2:1:1:0:1, 4+0+1:0:0:0:0, 3+0+2:1:0:0:0, 5+0+3:0:0:0:0, 2+0+2:0:0:0:0, 5+1+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 5+0+4:0:0:0:0, 4+0+1:0:0:0:0, 4+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+4:1:0:0:1, 1+0+1:0:0:0:1, 1+0+1:0:0:0:1, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 5+0+3:0:0:0:0, 3+0+0:0:0:0:0, 5+1+2:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 81+2+44:4:1:0:5
G minor (2b), 2+0+2:0:0:0:0, 0+0+1:0:0:0:0, 1+0+2:1:0:0:0, 2+0+3:0:0:0:0, 2+0+2:1:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 3+0+3:0:0:0:0, 3+0+4:0:1:0:1, 3+0+2:0:1:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:1:0:1, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+3:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 45+0+40:3:3:0:3
B minor (2#), 2+0+2:0:1:0:1, 4+0+3:0:0:0:0, 3+0+2:1:0:0:0, 5+0+3:0:0:0:0, 2+0+2:0:0:0:0, 5+1+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 5+0+4:0:0:0:0, 4+0+1:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:0:0:0:0, 3+0+1:0:0:0:0, 5+0+3:0:0:0:0, 3+0+0:0:0:0:0, 5+1+2:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 80+2+46:2:1:0:2
