 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:0, 0+0:0:0:0:0, 6+0:3:0:0:5, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:1:0:0, 0+0:0:0:0:0, 6+0:3:0:0:5, 0+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:1:2, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 59+0:9:6:1:21
A major (3#), 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:2, 6+0:3:0:0:2, 4+0:2:0:0:1, 4+0:2:1:0:2, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:2, 5+0:2:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:2, 7+0:3:0:0:2, 10+0:6:1:1:4, 6+0:3:0:0:2,  , 6+0:3:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:1, 3+0:2:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 175+0:89:9:1:66
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:2, 5+0:1:1:0:1, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:1:0:2, 5+0:1:1:0:1, 1+0:0:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:1:1:3, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:1:0:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 84+0:18:6:1:18
F# minor (3#), 4+0:2:0:0:3, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:4, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 6+0:3:0:0:5, 4+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:4, 10+0:6:1:1:7, 6+0:3:0:0:5,  , 6+0:3:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 172+0:81:7:1:112
Ab major (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 6+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:6, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 6+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:2, 7+0:0:1:1:1, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 71+0:9:6:1:28
E major (4#), 5+0:2:0:0:2, 5+0:2:0:0:2, 5+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 0+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 4+0:2:0:0:2, 0+0:0:0:0:0, 6+0:3:0:0:3, 7+0:3:0:0:3, 5+0:2:0:0:2, 5+0:1:1:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:4, 4+0:2:0:0:2, 0+0:0:0:0:0, 6+0:3:0:0:3, 8+0:3:0:0:3, 11+0:6:1:1:5, 7+0:3:0:0:3,  , 7+0:3:0:0:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 183+0:79:9:1:82
F minor (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:1:0:1, 2+0:0:0:0:0, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:1:0:1, 2+0:0:0:0:0, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:1:1:2, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 95+0:9:5:1:15
C# minor (4#), 5+0:2:0:0:4, 5+0:2:0:0:4, 4+0:1:0:0:2, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 4+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:5, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:6, 7+0:3:0:0:6, 5+0:2:0:0:4, 4+0:1:0:0:2, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 4+0:1:1:0:2, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:5, 11+0:6:1:1:7, 7+0:3:0:0:6,  , 7+0:3:0:0:6, 2+0:1:1:0:1, 3+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 181+0:80:8:1:137
Db major (5b), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 1+0:0:0:0:0, 5+0:0:0:0:3, 2+0:0:0:0:1, 6+0:3:0:0:6, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:1:0:1, 2+0:0:0:0:1, 6+0:3:0:0:6, 1+0:0:0:0:0, 5+0:0:0:0:3, 8+0:0:1:1:2, 2+0:0:0:0:1,  , 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 87+0:9:6:1:46
B major (5#), 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 3+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:2, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 3+0:1:1:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:4, 8+0:3:0:0:4, 11+0:6:1:1:6, 7+0:3:0:0:4,  , 7+0:3:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 176+0:78:9:1:101
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 2+0:0:0:0:0, 6+0:0:0:0:1, 8+0:0:1:1:3, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 102+0:9:6:1:20
G# minor (5#), 5+0:2:0:0:5, 5+0:2:0:0:5, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 4+0:1:1:0:3, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 2+0:0:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:6, 4+0:2:0:0:4, 2+0:0:0:0:0, 6+0:3:0:0:6, 8+0:3:0:0:6, 11+0:6:1:1:9, 7+0:3:0:0:7,  , 7+0:3:0:0:7, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:1:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 178+0:76:8:1:154
Gb major (6b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:3:0:0:6, 2+0:0:0:0:1, 5+0:0:0:0:4, 2+0:0:0:0:2, 6+0:3:0:0:6, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:3:0:0:6, 2+0:0:0:0:1, 5+0:0:0:0:4, 8+0:0:1:1:2, 3+0:0:0:0:2,  , 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 99+0:9:2:1:68
F# major (6#), 5+0:2:0:0:3, 5+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 8+0:3:0:0:4, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 7+0:3:0:0:5, 5+0:2:0:0:3, 3+0:1:1:0:1, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 2+0:1:0:0:1, 4+0:4:1:0:4, 7+0:4:1:0:5, 4+0:2:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:5, 8+0:3:0:0:4, 11+0:6:1:1:7, 7+0:3:0:0:5,  , 7+0:3:0:0:5, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 173+0:78:7:1:109
Eb minor (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:1:1, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 87+0:9:2:1:18
