 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
C major (0), 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 7+1:0:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:1:0:2, 4+0:0:1:0:2, 0+0:0:0:0:0, 5+1:0:0:0:1, 5+0:0:0:0:1, 3+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:1:0:3, 3+0:0:0:0:0, 5+0:0:2:0:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:2, 94+2:0:10:0:27
A minor (0), 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:4, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 8+1:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 3+0:0:1:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 5+1:0:0:0:3, 6+0:0:0:0:3, 4+0:0:1:0:2, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:1:0:2, 4+0:0:0:0:2, 6+0:0:2:0:3, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:1:0:1, 116+2:0:10:0:47
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:2:1:0:2, 3+0:2:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 2+0:2:1:0:2, 1+0:0:0:0:0, 2+0:2:1:0:2, 3+0:2:1:0:2, 0+0:0:0:0:0, 4+1:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:1:1:0:2, 2+0:0:0:0:0, 4+0:3:2:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:2:1:0:2, 78+2:20:10:0:22
G major (1#), 2+0:2:0:0:0, 4+0:3:0:0:2, 6+0:5:0:0:2, 2+0:1:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:1:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 6+1:3:0:0:1, 2+0:1:0:0:0, 3+0:1:1:0:1, 1+0:0:0:0:0, 2+0:0:1:0:1, 4+0:1:1:0:1, 1+0:0:0:0:0, 4+1:4:0:0:1, 6+0:4:0:0:1, 4+0:3:1:0:2, 4+0:3:0:0:0, 5+0:4:0:0:1, 6+0:4:0:0:1, 6+0:3:1:0:3, 4+0:3:0:0:0, 5+0:2:2:0:2, 1+0:0:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 2+0:0:1:0:1, 115+2:65:10:0:25
D minor (1b), 2+0:0:0:0:0, 2+0:0:0:0:2, 5+0:0:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:2:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 7+1:2:0:0:1, 0+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:0, 1+0:1:1:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 5+1:1:0:0:2, 5+0:0:0:0:2, 5+0:0:1:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 7+0:1:1:0:3, 3+0:0:0:0:1, 3+0:2:2:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:1:1:0:1, 91+2:13:10:0:33
E minor (1#), 2+0:2:0:0:2, 4+0:3:0:0:3, 6+0:5:0:0:5, 3+0:1:0:0:1, 5+0:3:0:0:3, 4+0:2:0:0:2, 3+0:1:1:0:2, 3+0:0:1:0:1, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 5+1:3:0:0:3, 3+0:1:0:0:1, 4+0:1:1:0:2, 2+0:0:0:0:0, 3+0:0:1:0:1, 5+0:1:1:0:2, 2+0:0:0:0:0, 5+1:3:0:0:3, 7+0:4:0:0:4, 5+0:3:1:0:3, 5+0:3:0:0:3, 6+0:4:0:0:4, 7+0:4:0:0:4, 5+0:3:1:0:3, 5+0:3:0:0:3, 6+0:2:2:0:4, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:1:0:0:1, 5+0:3:0:0:3, 2+0:0:0:0:0, 2+0:0:1:0:1, 137+2:64:10:0:72
Bb major (2b), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:1:0:2, 3+0:2:1:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 5+1:2:0:0:3, 0+0:0:0:0:0, 3+0:2:1:0:2, 1+0:0:0:0:1, 2+0:2:1:0:2, 4+0:2:1:0:2, 0+0:0:0:0:0, 3+1:1:0:0:1, 3+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:1:0:3, 1+0:0:0:0:0, 3+0:3:2:0:3, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:2:1:0:2, 65+2:20:10:0:30
D major (2#), 3+0:2:0:0:0, 4+0:3:0:0:2, 7+0:5:0:0:3, 3+0:1:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:0, 3+0:1:1:0:1, 2+0:0:1:0:1, 1+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 7+1:3:0:0:1, 2+0:1:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:1:0:1, 3+0:1:1:0:1, 2+0:0:0:0:0, 5+1:4:0:0:2, 7+0:4:0:0:2, 5+0:3:1:0:2, 5+0:3:0:0:1, 6+0:4:0:0:2, 7+0:4:0:0:2, 7+0:3:1:0:3, 5+0:3:0:0:1, 4+0:2:2:0:2, 1+0:0:0:0:0, 5+0:3:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:1, 2+0:0:0:0:0, 1+0:0:1:0:1, 128+2:65:10:0:33
G minor (2b), 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:1, 3+0:2:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+1:2:0:0:1, 1+0:0:0:0:0, 3+0:2:1:0:1, 2+0:0:0:0:0, 2+0:2:1:0:1, 4+0:2:1:0:1, 1+0:0:0:0:0, 2+1:0:0:0:1, 4+0:0:0:0:1, 5+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:1:1:0:3, 2+0:0:0:0:0, 3+0:3:2:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:2:1:0:1, 86+2:18:10:0:25
B minor (2#), 3+0:2:0:0:2, 4+0:3:0:0:4, 7+0:5:0:0:6, 4+0:1:0:0:2, 5+0:3:0:0:4, 3+0:2:0:0:3, 4+0:1:1:0:1, 3+0:0:1:0:0, 2+0:0:0:0:1, 6+0:3:0:0:4, 2+0:0:0:0:1, 8+1:3:0:0:3, 3+0:1:0:0:2, 3+0:1:1:0:1, 2+0:0:0:0:1, 2+0:0:1:0:0, 4+0:1:1:0:1, 3+0:0:0:0:1, 6+1:3:0:0:3, 8+0:4:0:0:5, 6+0:3:1:0:4, 5+0:3:0:0:4, 6+0:4:0:0:4, 8+0:4:0:0:5, 8+0:3:1:0:4, 5+0:3:0:0:4, 5+0:2:2:0:3, 2+0:0:0:0:1, 6+0:3:0:0:4, 2+0:0:0:0:1, 6+0:2:0:0:3, 3+0:1:0:0:2, 6+0:3:0:0:4, 3+0:0:0:0:1, 2+0:0:1:0:0, 155+2:64:10:0:89
