 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 7+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 86+0:0:7:0:16
A minor (0), 7+0:0:1:0:3, 6+0:0:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:1:0:3, 5+0:0:0:0:2, 7+0:0:1:0:4, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:3, 3+0:0:0:0:0, 7+0:0:1:0:3, 6+0:0:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 100+0:0:7:0:39
F major (1b), 5+0:2:1:0:2, 4+0:0:1:0:1, 6+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:1:0:0:1, 5+0:2:1:0:2, 4+0:0:1:0:1, 6+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:1:0:2, 0+0:0:0:0:0, 4+0:3:0:0:3, 0+0:0:0:0:0, 74+0:18:7:0:21
G major (1#), 5+0:3:1:0:2, 6+0:5:1:0:2, 4+0:0:0:0:2, 2+0:1:0:0:0, 5+0:3:1:0:2, 5+0:3:0:0:0, 7+0:5:1:0:3, 3+0:2:0:0:0, 3+0:3:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:1, 1+0:1:0:0:0, 3+0:3:0:0:1, 2+0:1:0:0:0, 6+0:4:0:0:1, 1+0:1:0:0:0, 5+0:3:1:0:2, 6+0:5:1:0:2, 4+0:0:0:0:2, 2+0:1:0:0:0, 5+0:3:1:0:2, 1+0:1:0:0:0, 2+0:0:0:0:2, 1+0:1:0:0:0, 86+0:53:7:0:25
D minor (1b), 6+0:2:1:0:2, 5+0:0:1:0:3, 7+0:3:0:0:2, 3+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:1, 7+0:0:1:0:3, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:2, 2+0:1:0:0:0, 6+0:2:1:0:2, 5+0:0:1:0:3, 7+0:3:0:0:2, 3+0:0:0:0:0, 6+0:2:1:0:2, 1+0:0:0:0:0, 4+0:3:0:0:2, 0+0:0:0:0:0, 89+0:18:7:0:30
E minor (1#), 5+0:3:1:0:4, 7+0:5:1:0:5, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:3:1:0:4, 6+0:3:0:0:3, 7+0:5:1:0:5, 4+0:2:0:0:2, 3+0:3:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:3, 1+0:0:0:0:0, 3+0:3:0:0:3, 1+0:0:0:0:0, 6+0:4:0:0:4, 2+0:0:0:0:0, 5+0:3:1:0:4, 7+0:5:1:0:5, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:3:1:0:4, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 89+0:46:7:0:50
Bb major (2b), 4+0:2:1:0:2, 3+0:0:1:0:0, 6+0:3:0:0:4, 2+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 4+0:2:1:0:2, 3+0:0:1:0:0, 6+0:3:0:0:4, 2+0:0:0:0:1, 4+0:2:1:0:2, 1+0:0:0:0:0, 4+0:3:0:0:4, 0+0:0:0:0:0, 63+0:18:7:0:24
D major (2#), 6+0:3:1:0:2, 7+0:5:1:0:3, 5+0:0:0:0:2, 3+0:1:0:0:0, 6+0:3:1:0:2, 6+0:3:0:0:1, 8+0:5:1:0:3, 3+0:2:0:0:1, 4+0:3:0:0:1, 1+0:1:0:0:0, 5+0:2:0:0:1, 1+0:1:0:0:0, 4+0:3:0:0:1, 1+0:1:0:0:0, 7+0:4:0:0:2, 2+0:1:0:0:0, 6+0:3:1:0:2, 7+0:5:1:0:3, 5+0:0:0:0:2, 3+0:1:0:0:0, 6+0:3:1:0:2, 2+0:1:0:0:0, 2+0:0:0:0:2, 1+0:1:0:0:0, 101+0:52:7:0:30
G minor (2b), 3+0:1:1:0:2, 4+0:0:1:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:1:1:0:2, 3+0:1:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:1:1:0:2, 4+0:0:1:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 0+0:0:0:0:0, 63+0:13:7:0:25
B minor (2#), 7+0:3:1:0:3, 7+0:5:1:0:6, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:1:0:3, 6+0:3:0:0:4, 9+0:5:1:0:6, 3+0:2:0:0:3, 4+0:3:0:0:3, 1+0:0:0:0:0, 5+0:2:0:0:3, 0+0:0:0:0:0, 4+0:3:0:0:3, 1+0:0:0:0:0, 7+0:4:0:0:5, 3+0:0:0:0:0, 7+0:3:1:0:3, 7+0:5:1:0:6, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:1:0:3, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 104+0:45:7:0:54
