 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
C major (0), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:1:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 6+1:0:0:0:1, 6+0:0:1:0:2, 1+0:0:0:0:0, 67+1:0:4:1:14
A minor (0), 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 6+0:0:1:0:4, 5+0:0:0:0:3, 3+0:0:0:0:1, 5+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:1:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+1:0:0:0:1, 7+0:0:1:0:5, 1+0:0:0:0:0, 75+1:0:4:1:34
A minor mel (0), 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 7+0:0:1:0:4, 6+0:0:0:0:3, 4+0:0:0:0:1, 5+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:1:3, 7+0:0:0:0:3, 7+0:0:0:0:3, 8+1:0:0:0:1, 8+0:0:1:0:5, 2+0:0:0:0:0, 90+1:0:4:1:34
C major blues (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 6+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:0:0:1, 7+0:0:1:0:2, 2+0:0:0:0:0, 86+1:0:4:1:14
A minor blues (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 6+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:0:0:1, 7+0:0:1:0:2, 2+0:0:0:0:0, 86+1:0:4:1:14
C dorian (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 6+0:0:0:0:1, 6+0:0:0:0:1, 7+1:0:0:0:1, 7+0:0:1:0:2, 2+0:0:0:0:0, 82+1:0:4:1:14
C phrygian (0), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:1:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+1:0:0:0:1, 5+0:0:1:0:2, 0+0:0:0:0:0, 49+1:0:4:1:14
C lydian (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:1:1:2, 6+0:0:0:0:1, 6+0:0:0:0:1, 7+1:0:0:0:1, 7+0:0:1:0:2, 2+0:0:0:0:0, 82+1:0:4:1:14
C mixolydian (0), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:1:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:1:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+1:0:0:0:1, 5+0:0:1:0:2, 0+0:0:0:0:0, 49+1:0:4:1:14
C aeolian (0), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:1:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 6+1:0:0:0:1, 6+0:0:1:0:2, 1+0:0:0:0:0, 67+1:0:4:1:14
